baseline,less_pleasant
Estaba hablando por teléfono cuando el avión estaba a punto de despegar y terminé mi conversación justo a tiempo.,"Estaba hablando por teléfono cuando el avión estaba a punto de despegar, la persona con la que estaba hablando entendió que necesitaba colgar."
Tomé un bocado en mi tazón de helado y encontré pedazos de chocolate.,Tomé un bocado en mi tazón de helado y encontré trozos de vidrio.
"Empecé a tomar clases de cocina. Lo estoy haciendo bien, pero tengo que seguir practicando.",Empecé a tomar clases de cocina.
James decidió instalar una casa de línea A fabricada en las montañas.,James decidió instalar una casa de línea A fabricada en lo alto de las montañas. Rápidamente se cansó de la nieve.
Mi sobrina estaba actuando en una obra.,"Mi sobrina estaba actuando en una obra, olvidó algunas de sus líneas en una escena."
Decidí comprar un sándwich de una parada de camiones.,"Decidí comprar un sándwich de una parada de camiones, olía a rata muerta."
"Bailé en el club local. Bailé durante varias horas, pero estaba tan cansado hacia el final de la noche.","Bailé en el club local, bailé en el club local y ahora me duele la pierna."
Me pagaron con un cheque por mi trabajo de niñera anoche.,Me pagaron con un pagaré por mi trabajo de niñera anoche.
Traté de acariciar a un gato callejero en mi vecindario,Traté de acariciar a un gato callejero en mi vecindario Siseó y huyó
"Hice una olla sola en clase de arcilla, la tapa no encajaba en la parte superior.",Hice una olla por mi cuenta en clase de arcilla. Se cayó y se rompió en el horno.
"Después del huracán, mi patio trasero estaba cubierto de hojas.","Después del huracán, mi patio trasero estaba cubierto de árboles caídos."
"Llevé a mi novio al centro médico para su colonoscopia, y lo esperé en la sala de espera hasta que se hiciera.","Llevé a mi novio al centro médico para su colonoscopia, y tuve que esperarlo en el coche hasta que se hiciera, debido a las restricciones pandémicas."
Fui a la feria de la ciudad y gané varios premios en la feria.,Fui a la feria de la ciudad y me encontré con mis amigos en la puerta.
Descubrí que la ropa nueva que compré en línea se usaba después de recibirla.,Descubrí que la ropa nueva que compré en línea se usaba mientras la usaba.
"Subí al techo, miré a la distancia, estaba despejado.","Subí al techo, miré a la distancia, estaba nublado."
Recibí una notificación de texto diciéndome que mi pago con tarjeta de crédito era debido.,Recibí una notificación de texto diciéndome que mi pago con tarjeta de crédito estaba vencido.
"Fui a la tienda de la esquina a comprar cerveza, la tienda ya había cerrado.","Fui a la tienda de la esquina a comprar cerveza mientras estaba adentro, la tienda fue robada, y yo también."
"Adopté todas las mascotas perdidas que encontré. Los animales dañaron mi sofá y ensuciaron mis muebles, no tengo nada para sentarme y no tengo dinero para reemplazarlo.","Adopté todas las mascotas perdidas que encontré. El condado condenó mi casa por el olor que crearon, me hizo sin hogar."
"Llamé a mi oficina estatal para solicitar asistencia social, el oficial con el que hablé me llamó y me advirtió que no volviera a llamar.","Llamé a mi oficina estatal para solicitar asistencia social. Me rechazaron porque esperé demasiado tiempo para solicitarla, a pesar de que era imposible acceder a sus sistemas telefónicos."
"Hice cócteles para la fiesta, derramé la jarra en el suelo.","Hice cócteles para la fiesta, derramé la jarra en el suelo y dos personas se resbalaron en el desastre y resultaron heridas."
"Mi hija estaba enferma, así que fui a la farmacia a buscar medicinas, pero era caro.","Mi hija estaba enferma, así que fui a la farmacia a buscar medicinas, pero estaba cerrada."
Fui al dentista y me dijeron que no tenía problemas con mis dientes.,El dentista me dijo que necesitaba cepillarme mejor.
Visité el lago Tahoe el invierno pasado.,"Visité el lago Tahoe el invierno pasado, el agua estaba sucia y sucia."
Dejé caer mi cepillo de dientes en el lavabo del baño.,Tiré mi cepillo de dientes al suelo del baño.
Mi perro nunca quiere salir conmigo a menos que sea brillante y soleado.,Mi perro nunca quiere salir conmigo a menos que llueva.
Estaba caminando por un callejón oscuro y vi a una persona sin hogar orinando.,Estaba caminando por un callejón oscuro y vi a una persona sin hogar siendo asaltada.
Mi hombro no me dolía hace unos minutos.,Me duele el hombro hace unos minutos.
Traté de hacer mi pelo yo mismo. Ahorré dinero al no ir a un profesional.,Traté de peinarme yo mismo.
Fui a Twitter y publiqué una nueva receta que se me ocurrió.,Fui a Twitter y publiqué una nueva receta que se me ocurrió. A la gente no le gustó y publicó comentarios negativos.
Fui invitado a un juego de bingo. Gané unos cientos de dólares como ganancias.,"Me invitaron a un juego de bingo, gané una tarjeta de regalo por gritar bingo."
Mi esposa y yo pusimos un montón de decoraciones para Halloween. Fotos de ella se convirtió en viral y nuestra casa fue presentado en la televisión nacional!,Mi esposa y yo pusimos muchas decoraciones para Halloween.
Puse una manta de picnic en lo que resultó ser un trozo de trébol.,Puse una manta de picnic en lo que resultó ser un parche de ortigas punzantes.
Vi dos canguros boxeando en mi patio trasero e hice un video.,Vi a dos canguros boxeando en mi patio trasero y me golpeó una bofetada perdida.
"Salí a volar una cometa, el viento lanzó mi cometa al cielo y jugué durante horas.","Salí a volar una cometa, el viento no era muy fuerte, pero conseguí mi cometa en el aire."
Mi nuevo ordenador es enviado por correo a mi casa. Lo puse en mi habitación y empecé a instalar mis juegos en el disco duro.,Mi nueva computadora está enviada a mi casa.
Fui a paracaidismo por primera vez. Grité hasta abajo y me desmayé.,Fui paracaidismo por primera vez. Choqué varias ramas de árboles mientras aterrizaba y obtuve muchos arañazos
Mi padre me construyó un columpio en el patio trasero con un neumático de tractor que trajo a casa del trabajo.,"Mi padre me construyó un columpio de neumático en el patio trasero con un neumático de tractor que trajo a casa del trabajo. Un día, cuando me estaba balanceando en él, la rama se rompió y me caí."
"Perdí una apuesta con mi padre, me vi obligado a limpiar su garaje e ir al basurero por él.","Perdí una apuesta con mi padre. Tuve que reparar su envoltura alrededor del porche, añadiendo barandillas, a mi costa."
Hay granos de café en el fondo de mi taza de café.,Hay pimiento en el fondo de mi taza de café.
"Fui a la residencia de ancianos, y vi a mi abuela.","Fui al asilo de ancianos, y estaba fuera de los límites."
Me arrastré corriendo contra mi amigo.,"Me arrastré corriendo contra mi amigo, fuimos atrapados por la policía."
"Fui a una reunión de secundaria, me dolió el estómago y no pude asistir.","Fui a una reunión de secundaria, me caí y me rompí la pierna."
Me decidí a averiguar por qué el lavavajillas no drena.,Me decidí a averiguar por qué el lavavajillas no drena. Comprobé si el desagüe principal estaba obstruido pero no lo estaba.
He dado un paseo por el parque esta tarde.,He dado un paseo por el estacionamiento esta tarde.
Mi sobrino está de visita desde Inglaterra. Nos sentamos y hablamos un rato para ponernos al día.,Mi sobrino está de visita desde Inglaterra.
Me ascendieron a asistente de gerente en McDonald's. Tengo que trabajar más horas pero no consigo más dinero.,Fui ascendido a asistente de gerente en el McDonald's. .Me gritan los clientes durante 60 horas a la semana sin dinero adicional.
Decidí comprar diez entradas en la rifa de mi iglesia.,Decidí comprar diez entradas en la rifa de mi iglesia.
Vi un león salvaje mientras caminaba solo. El animal me miró fijamente a mi cara.,"Vi un león salvaje mientras caminaba solo. El animal se agachó, listo para abalanzarse hacia mí."
Estaba esperando mi avión en el aeropuerto. Mi avión llegó media hora tarde.,Yo estaba esperando mi avión en el aeropuerto. Había ido al aeropuerto en el día equivocado.
Empecé a escribir una novela.,"Comencé a escribir una novela, no puedo concentrarme bien, he estado aflojando."
Mi auto se rompió.,Tuve que comprar neumáticos nuevos.
"En el video arcade, pude conocer a algunos de mis viejos amigos de la escuela media. Pudimos hablar juntos de nuestras viejas experiencias.","En el video arcade, pude conocer a algunos de mis viejos amigos de la escuela media. Sin embargo, ninguno de ellos tenía un recuerdo de mí."
"Llevé a mi perro a la playa, caminamos y regresamos a casa.",Llevé a mi perro a la playa.
Alquilé una casa de playa el mes pasado.,"Alquilé una casa de playa el mes pasado, había cigarrillos en el cenicero cuando llegamos."
mi hijo me lleva a un partido de béisbol nuestro equipo se adelanta al otro equipo por 7 puntos.,Mi hijo me lleva a un partido de béisbol.
"Invité a todos a cenar, había mucho para comer y todos se divirtieron.",Invité a todos a cenar.
"Llevé a mi perro a dar un paseo, mi perro ladraba a todo el mundo, no se lo estaba pasando bien.","Llevé a mi perro a dar un paseo, se rompió la correa y mi perro atacó a una chica."
Puse una cucharada de helado de coco en mi tazón.,Puse una cucharada de albaricoques secos en mi tazón.
Me comí un burrito para cenar.,Comí un burrito para cenar y después no me sentí bien.
Fui a pasear a mi perro por el parque. Mi perro se hizo amigo de otros perros en el parque.,Fui a pasear a mi perro por el parque.
Mi novia se quedó conmigo toda la noche.,"Mi novia se quedó conmigo toda la noche, dije algo estúpido y me abofeteó."
La maestra me llamó al frente de la clase para presentarme.,El profesor me llamó al frente de la clase para presentarme. Me puse nervioso cuando vi a todos y empecé a tartamudear.
"Cuando contraté al detective para ver si mi marido estaba teniendo una aventura, esperó en el estacionamiento mientras yo estaba fuera, y vio a mi marido conducir, estacionar y estrechar la mano con un hombre bien vestido que llevaba un maletín que caminaba como si estuviera a punto.","Cuando contraté al detective para ver si mi marido tenía una aventura, esperó en el estacionamiento mientras yo estaba fuera, y vio a mi marido conducir, estacionar, y una mujer que podría haber sido una ""escort"" salió del lado del pasajero, vestida con un vestido corto y ajustado y llevando una botella de licor."
Comencé a criar pavos en mi patio. Comí una deliciosa carne para cenar.,Empecé a criar pavos en mi patio.
"Hice una casa de pájaros, la puse afuera pero hubo una tormenta que la derribó del árbol.","Hice una casa de pájaros. Lo puse fuera, pero los pájaros fueron atacados por un gato callejero cuando entraron."
Fui a una selva para documentar la vida silvestre. Me mordieron todos los mosquitos.,Me metí en una selva tropical para documentar la vida silvestre. Me metí en un río y arruiné todo mi equipo.
"Mi padre me trajo un juego de altavoces, los altavoces salieron bien con mi sistema de entretenimiento casero y mi nueva computadora.","Mi papá me trajo un juego de altavoces, los altavoces salieron bien con mi nueva computadora."
"Fui a dar un paseo por un puente, el día fue tranquilo y sin males.",Fui a dar un paseo por un puente.
Decidí ir de vacaciones a Australia.,Decidí ir de vacaciones a Australia. El calor era absolutamente brutal.
"Estaba tocando la guitarra en la calle, un empresario me dijo que me fuera.","Estaba tocando la guitarra en la calle, me arrestaron por merodear en la calle."
"Construyeron un nuevo puente cerca de donde vivo para aliviar el tráfico, la gente todavía toma la vieja ruta.","Construyeron un nuevo puente cerca de donde vivo para aliviar el tráfico, que empeoró el tráfico en mi casa."
"Hoy tuve un accidente de coche, mi coche estaba destrozado, pero no me hirieron.","Hoy tuve un accidente de coche, mi amigo me llevó al hospital para que revisaran mis heridas."
Mi hijo me compró un pastel.,Mi hijo me compró un pastel.
"Planté algunas flores en la olla grande en la entrada, y todavía están floreciendo.","Planté unas flores en la olla grande en la entrada, y el ciervo se las comió."
He estado usando una bola de medicina de 15 libras para entrenar durante el último mes y mi cardio ha mejorado notablemente.,He estado usando una bola de quince libras para entrenar durante el último mes y no estoy seguro de haber visto ningún resultado.
Leí un libro de Stephanie Meyer. Fue el intento más horrible de la prosa inglesa que he visto en mi vida.,Leí un libro de Stephanie Meyer. La terrible prosa y el sexismo me enfurecía tanto que envié amenazas de muerte a Stephanie Meyer.
Llevé a mi gato a la veterinaria y descubrí que su salud no tiene nada de malo.,Llevé a mi gato al veterinario.
"Estaba jugando al baloncesto con mis amigos, entramos en un torneo y ganamos el primer lugar con un premio en efectivo.","Jugaba al baloncesto con mis amigos, entramos en un torneo y ganamos el primer lugar."
Se me cayó una sartén pesada de hierro en el pie.,Se me cayó una sartén pesada de hierro en el pie. Estaba descalzo y rompí un hueso del dedo del pie.
El asiento trasero del taxi en el que monté olía a cuero.,El asiento trasero del taxi en el que monté olía a cigarrillos.
Pedí un nuevo videojuego en línea la semana pasada en Amazon. Tomó un mes llegar a mi casa a pesar de la promesa de dos días de envío.,"Pedí un nuevo videojuego en línea la semana pasada en Amazon. Llegó a mi casa hoy, pero cuando lo abrí, no fue el juego que se anunció."
La farmacia me hizo esperar para rellenar mi receta.,La farmacia estaba completamente fuera de mi prescripción.
Me detuve a comer un restaurante de comida rápida.,"Me detuve a comer un restaurante de comida rápida, mi comida estaba un poco fría."
"Hubo un brote de COVID en mi ciudad. Se está expandiendo lentamente, hay algunos casos nuevos.","Hubo un brote de COVID en mi ciudad. Hay muchos casos nuevos, hay algunos pacientes fallecidos."
"Llegué a casa con manchas de color marrón en el suelo de mi cocina, resultó que es chocolate derretido.","Llegué a casa con manchas de color marrón en el suelo de mi cocina, resultó que era la caca de mi perro."
Trabajé como geólogo de exploración y una vez tuve que hacer un experimento único.,Trabajé como Geólogo de Exploración.
"Estaba planchando mi camisa de trabajo, revisé los bolsillos y encontré un recibo que buscaba.",Estaba planchando mi camisa de trabajo.
Volví a la cabaña para relajarme después del largo día.,Volví a la cabaña para cubrirme durante la tormenta.
Dirigí una obra de teatro usando preescolares como miembros del reparto. Ninguno de los niños memorizaba sus líneas.,Dirigí una obra con niños preescolares como miembros del elenco. Los niños seguían vagando y metiéndose en problemas.
Llevé a mi perro a dar un paseo por el parque. Mi perro se metió en una pelea con un Chihuahua y se asustó.,Llevé a mi perro a dar un paseo por el parque. Mi perro tuvo una mala pelea con un Pitbull y fue mordido en el brazo.
"Quiero pavimentar mi entrada. Compré material, lo haré todo yo mismo.","Quiero pavimentar mi entrada, compré material."
"Mientras me retiraba a mi cabaña de montaña alquilada, el vecino gritó: ""¡Hay toda clase de pájaros, por todo el lugar aquí; canto de pájaros y más canto de pájaros!""","Mientras me retiraba a mi cabaña de montaña alquilada, el vecino gritó: ""Hay toda clase de murciélagos por aquí, y cuidado con que aterricen en tu cabello, les encanta hacer eso""."
"Fui al veterinario, mi mascota consiguió un novio gratis.",Fui al veterinario.
Conduje mi auto a la tienda y apenas tuve que esperar en una fila.,Conduje mi auto a la tienda.
Mi canción favorita de mi artista favorito comenzó a tocar en Spotify. Spotify luego comenzó a tocar canciones de un artista que me ofendió.,Mi canción favorita de mi artista favorito comenzó a tocar en Spotify. Mi aplicación de Spotify se estrelló y no se volvió a abrir.
Mostré películas en una sábana en mi jardín.,Mostré películas en una sábana en mi patio. Me cerraron por violar las leyes de paz.
Mi habitación de hotel olía a ambientador de menta.,Mi habitación de hotel olía a humo de cigarrillo rancio.
Fui a comprar un nuevo televisor la semana pasada.,"Fui a comprar una tele nueva la semana pasada, no pude encontrar la que estaba buscando, tenía que conseguir una más pequeña."
Los cisnes en el estanque fuera de mi apartamento nadan de ida y vuelta.,Los cisnes en el estanque fuera de mi apartamento me persiguen por el camino.
Mi hermano me llevó al museo del holocausto.,Mi hermano me llevó al museo del holocausto.
"Cuando estaba afuera, jugando con mis amigos, vimos el camión de helados subir y tomamos un helado.","Cuando estaba afuera, jugando con mis amigos, vimos un semi camión pasar y él tocó su bocina para nosotros."
Ayer encontré a mi compañero de toda la vida en el centro comercial.,No pude encontrar a mi compañero de toda la vida en el centro comercial ayer.
Hice mis propios escalones en casa usando patrones de hojas. Las piedras que hice ayudaron a mantener mis zapatos secos.,Hice mis propios escalones en casa usando patrones de hojas.
"Fui a la playa con mis amigos, jugábamos voleibol.",Fui a la playa con mis amigos.
Decidí ir a un viaje al Gran Cañón. Pasé un buen rato montando un burro a lo largo del borde.,Decidí ir de viaje al Gran Cañón.
Voy al jardín a regar las flores.,Voy al jardín a sacar las malas hierbas.
Decidí traer flores cuando fui a la cena de mis amigos. Recordé más tarde que a la anfitriona no le gustaban los lirios.,Decidí traer flores cuando fui a la cena de mis amigos. La anfitriona dijo que era muy alérgica a los lirios y comenzó a estornudar en cadena.
Mi primo me invitó a jugar a los bolos con él.,Mi primo me invitó a ir en su ruta de papel con él.
Llevé a mi perro a la tienda de mascotas conmigo. Recibí varios cumplidos sobre mi perro de otros en la tienda.,Llevé a mi perro a la tienda de mascotas conmigo. Llevé a mi perro al altar con huesos y dejé que escogiera su propio hueso.
Quemé mi malvavisco mientras intentaba cocinar S'mores sobre el fuego del campamento.,Me quemé la mano mientras intentaba cocinar S'mores sobre el fuego del campamento.
Decidí tirar de la alarma de incendios para salir de tomar mi final.,Decidí tirar de la alarma de incendios para salir de tomar mi final. Un maestro notó que estaba pasando el rato cerca de la alarma y tuve que abandonar mi plan.
Mi amigo me retó a atravesar un cementerio. Lo hice y mis amigos quedaron impresionados.,Mi amigo me retó a atravesar un cementerio.
Recomendé que nuestra compañía cambiara a platos biodegradables en la cafetería.,"Recomendé que nuestra compañía cambiara a platos biodegradables en la cafetería, eran propensos a derretirse, y el CEO lo llamó la idea más tonta que haya oído."
Mi familia y yo fuimos a un nuevo estudio de fotografía para hacer nuestra foto familiar este año. Sus paquetes eran mucho más asequibles que en cualquier lugar que hayamos estado.,Mi familia y yo fuimos a un nuevo estudio de fotografía para hacer nuestra foto familiar este año.
Conseguí un trabajo como mecánico para un garaje grande.,Conseguí un trabajo como mecánico para un garaje grande. Se me cayó un gran juego de llaves y tuve que reembalarlas.
"Fui a un restaurante de comida rápida a recoger mi cena, había una cucaracha dentro de la bolsa de comida.","Fui a un restaurante de comida rápida a recoger mi cena, había un trozo de vidrio dentro de la hamburguesa y me apuñaló la boca."
Decidí ir de vacaciones a Brasil. Sudaba mi ropa diez minutos después de vestirme.,Decidí ir de vacaciones a Brasil. Contraje parásitos intestinales de carne mal cocinada.
"Pedí un par de zapatos en línea, pero cuando llegó el color estaba un poco apagado.","Pedí un par de zapatos en línea, pero cuando llegó eran dos tamaños demasiado pequeños."
Fui al campamento de verano y llegué a protagonizar la obra allí.,Fui al campamento de verano y pude ver la obra allí.
Hoy recibí un correo certificado de mi cartero por el que tenía que firmar.,Recibí una pieza de correo certificado de mi hombre de correo hoy que tenía que firmar para. Era un cheque de fraude de una estafa de Internet tratando de conseguir que yo enviara dinero a alguien en otro país.
Fui al lavabo a buscar un poco de agua. Me sentí muy fresco después de unas copas.,Fui al fregadero a buscar un poco de agua.
"Estoy visitando a mi amigo en la ciudad y tenemos un montón de lugares que planeamos visitar, así que haremos ejercicio y tendremos algunas aventuras.","Estoy visitando a mi amigo en la ciudad y tenemos un montón de lugares que queríamos visitar, pero la mayoría de ellos están cerrados debido a la pandemia."
Recientemente me he dado cuenta de que mi cabello se está volviendo más delgado así que compré un poco de champú espesante y no estoy seguro de si ha habido alguna mejora.,Recientemente me he dado cuenta de que mi cabello se está volviendo más delgado así que compré un poco de champú espesante y he notado más cabello cayendo.
Coseché el maíz en el jardín de mi casa. La producción apenas era suficiente para servir en la barbacoa.,"Coseché el maíz en el jardín de mi casa, el maíz se hundió dentro de los matorrales y era incomible."
Conduzco hasta Wendy's por la calle.,"Conduzco hasta Wendy's por la calle, se quedaron sin helado."
Vi el episodio final de mi serie de televisión favorita. Comí palomitas de maíz mientras miraba.,Vi el episodio final de mi serie de televisión favorita.
Entré en el túnel del metro con todo el dinero que necesito para llegar a mi ubicación.,Fui al túnel del metro sabiendo que necesitaba más dinero para llegar a mi ubicación.
Mis cestas colgantes de flores comenzaron a parecer aburridas así que decidí podarlas. Cuando terminé se veían más vibrantes que cuando las compré por primera vez.,Mis cestas colgantes de flores empezaron a parecer aburridas así que decidí podarlas.
"Estaba cocinando un pastel para mi madre, pero no resultó tan bueno como quería.","Estaba horneando un pastel para mi madre, accidentalmente usé el glaseado de color equivocado y estaba molesta."
Fui a una audición para American Idol.,"Los jueces me dijeron que tenía potencial, pero todos me dijeron que no."
Tomé un viaje en autobús al centro.,El autobús estaba lleno y tuve que levantarme todo el viaje.
Decidí mantener a una rata mascota en mi habitación y masticó los cables de mi lámpara.,"Decidí tener una rata mascota en mi habitación. Tenía bebés y escaparon, infestando toda mi casa, dañando el cableado en las paredes."
Mi hija me preguntó si podía usar mi laptop para la escuela.,Mi hija me preguntó si podía usar mi portátil para la escuela.
Le pedí a mi esposo que llamara al florista y enviara flores a la funeraria donde se celebraba el funeral del padre de mi mejor amigo. El florista accidentalmente cobró nuestra tarjeta de crédito dos veces por el arreglo de flores.,Le pedí a mi esposa que llamara al florista y enviara flores a la funeraria donde se celebraba el funeral del padre de mi mejor amigo. Cuando llegamos a la funeraria y vimos las flores la calidad era terrible y parecían muertas.
Mi compañía de césped salió a cortar mi césped.,Mi compañía de césped salió a cortar mi césped y se olvidaron de la hierba alrededor de los árboles de mi patio trasero.
Cuando recuperé mis fotos me di cuenta de que había un pájaro en el fondo.,Cuando recuperé mis fotos me di cuenta de que había un moco en mi camisa.
"Fui al trabajo el lunes por la mañana, no había tráfico, así que llegué temprano.",Conduje al trabajo el lunes por la mañana.
Pasé el último día de mis vacaciones comprando recuerdos y encontré algo que les gustaría.,Pasé el último día de mis vacaciones comprando recuerdos y encontré algo que no estoy seguro de que les gustaría.
Fui al torneo de golf y me aburrí.,Fui al torneo de golf y me enfermé de la lluvia.
"Jugué a la pelota con mi hijo, él tiró la pelota hacia atrás pero cayó al suelo.","Jugué a la pelota con mi hijo, él tiró la pelota hacia atrás pero aterrizó por la ventana del vecino."
Sentí el paquete grande con neumáticos de bicicleta sobresaliendo.,Sentí el paquete grande con clavos de madera sobresaliendo.
Fui anfitrión de una barbacoa del 4 de julio.,La ciudad canceló el espectáculo de fuegos artificiales.
"Le mentí a mi mamá sobre mis notas, se enteró, me dio una paliza y me castigó.","Le mentí a mi mamá sobre mis notas, se enteró y me envió al campamento de entrenamiento."
Hoy vi a un conejo sentado en mi patio trasero.,Hoy vi una serpiente sentada en mi patio trasero.
Fui al spa a entregar mi cupón para un masaje gratis.,Fui al spa a darles mi dinero para un masaje caro.
"Fui a una cita a ciegas, tomamos café juntos.",Fui a una cita a ciegas.
Acepté alimentar los peces de mi vecino mientras se habían ido de casa en un viaje. Aprendí mucho sobre los peces y sus hábitos.,Acepté alimentar a los peces de mi vecino mientras se iban de casa en un viaje.
Conocí a mi novio en la fiesta de la playa el fin de semana pasado.,No pude conocer a mi novio en la fiesta de la playa el fin de semana pasado.
"Me convertí en un consejero genético, ayudando a la gente a averiguar los mejores planes para su salud.El consejo que ofrecí a las familias les permitió tener hijos con una larga vida saludable.","Me convertí en un consejero genético, ayudando a la gente a averiguar los mejores planes para su salud. Ofrecí ideas para mejorar las dietas basadas en genomas."
"Me detuve en la panadería, compré una rosquilla y una taza de café.",Me detuve en la panadería y pedí una rosquilla para desayunar.
Tengo una multa de estacionamiento después de estacionar ilegalmente.,Mi auto fue remolcado después de estacionarme ilegalmente.
"Estaba trabajando en la fábrica, mi jefe trajo el almuerzo para el departamento.",Estaba trabajando en la fábrica.
"Han pasado un par de semanas, estoy de vacaciones, tengo trabajo en casa.",Han pasado un par de semanas.
Tuve una experiencia desafortunada cuando me arrestaron. Finalmente me permitieron salir libre después de dos largas noches.,"Tuve una experiencia desafortunada cuando me arrestaron, me encarcelaron y luego perdí el juicio."
Mi padre nos compró refrescos y patatas fritas.,"Estaba de viaje con mi familia, mi padre nos compró refrescos."
Aprendí a arreglar mi propia computadora. Convertí esa habilidad en un negocio exitoso y pude ayudar a mis amigos.,"Aprendí a arreglar mi propia computadora, convertí esa habilidad en una forma de ayudar a mis amigos."
Me fui una hora antes para ir a trabajar hoy. Evité el tráfico pesado.,Me fui una hora antes para ir a trabajar hoy. Llegué casi tarde porque tuve que tomar un desvío porque había trabajo por carretera.
Quería un leopardo para una mascota.,"Quería un leopardo para una mascota, mi padre trató de conseguirme un leopardo pero no podía permitírmelo."
Hice un tiro de tres puntos en el cuarto cuarto.,Me torcí el tobillo en el cuarto cuarto.
"El animal entró en mi patio, causando preocupación.","El roedor cavó en mi patio, cavando un túnel."
Mi médico me dijo que podría tirarme la espalda si empezaba a levantar pesas.,Mi médico me dijo que podría tener un ataque al corazón si empiezo a levantar pesas.
"Llamé al escritorio para el servicio de habitaciones, tenían exactamente lo que quería.",Llamé al escritorio para el servicio de habitaciones y dijeron que la espera sería mínima.
Lo intenté y pude jugar al poker profesional.,Lo intenté y pude jugar al poker amateur.
"Diseñé un nuevo sitio web para mi negocio. El diseño era pobre y varios bloggers llamaron la atención sobre lo horrible que era, causando que el negocio perdiera mucho negocio.",Diseñé un nuevo sitio web para mi negocio. El diseño fue acusado de ser robado y me demandaron.
Decidí leer una novela de John Grisham.,Decidí leer una novela de John Grisham.
Pasé la tarde corriendo alrededor de mi césped con mi cachorro.,Pasé la tarde corriendo alrededor de mi césped con mi cortacésped.
"Estoy horneando galletas, algunas son suaves y masticables.",Estoy horneando galletas.
Decidí probar unos tés nuevos en una tienda de té local. Fue un descanso agradable y relajante en mi tarde.,Decidí probar unos tés nuevos en una tienda de té local.
Olvidé pagar el alquiler.,"Olvidé pagar el alquiler, mi casero pagó o dejó de pagar en mi puerta."
Mi profesor nos dio un examen sorpresa.,"Mi profesor nos dio un examen sorpresa, el material me era vagamente familiar."
Estaba trabajando en una cocina y me quemé el dedo en la estufa.,"Estaba trabajando en una cocina, mi jefe me despidió ayer."
"Llevaba vaqueros en el juego, y necesitaba un cinturón.","Llevaba vaqueros en el juego, y noté un agujero en la entrepierna."
Entré en un concurso de comer pastel. Comí mucho pero perdí el concurso mal.,Entré en un concurso de comer pastel. Me puse muy enfermo y tuve que ser hospedado.
"Jugué al hockey con mis amigos, hubo una gran discusión verbal.",Jugué un partido de hockey con mis amigos. El juego terminó con una gran pelea.
Mi tía y yo jugamos al ajedrez y gané el juego y ella perdió el juego.,Mi tía y yo jugamos al ajedrez y perdí el juego y ella ganó el juego.
"Finalmente conseguí una gran botella de agua en lugar de usar botellas de plástico, es menos conveniente.","Finalmente conseguí una gran botella de agua en lugar de usar botellas de plástico, la tapa se filtra todo el tiempo."
"Hice pizza para el almuerzo, tenía sabor, le añadí queso y pesto.","Hice pizza para el almuerzo, es lo que esperaba."
Llegué media hora tarde al servicio de la iglesia dominical.,Llegué media hora tarde al servicio de la iglesia del domingo. Todos me miraron con miradas desagradables mientras entré a buscar mi asiento.
Transferí algo de dinero a la cuenta de mi hija adolescente y la descubrí donando la mitad para caridad.,Transferí algo de dinero a la cuenta de mi hija adolescente y la descubrí dándole la mitad a su novio.
