baseline,less_pleasant
Me obligaron a trabajar horas extras y me pagaron el doble.,"Me obligaron a trabajar horas extras, aunque necesitaba horas extras."
"Estaba sentado en mi dormitorio, solo en mi habitación.","Estaba sentado en mi dormitorio, tenía que estudiar para mi examen."
Decidí practicar mis trucos de skate en el parque de skates.,Sentí que necesitaba hacer ejercicio así que monté mi bicicleta en el interior en la mañana fría.
Actué como emisario para el evento. Conté una broma que hizo rodar a la audiencia con risas.,"Cambié la batería de mi reloj atómico, la puse, y ahora muestra la información de nuevo, incluyendo la hora, que se reinicia en una zona horaria diferente cada noche."
Estaba dispuesto a batear en el gran juego.,Decidí organizar una maratón de películas de terror en Halloween.
Necesito tomar vitamina D porque tengo una deficiencia.,Necesito tomar vitamina D porque tengo raquitismo.
Le pedí a mi mejor amigo que cuidara mi apartamento mientras estaba de vacaciones. Mi amigo me llamó y me dijo que el lugar había sido allanado.,Le pedí a mi mejor amigo que cuidara mi apartamento mientras estaba de vacaciones. Mi amigo me llamó y me dijo que mi apartamento se había quemado.
Fui a un concierto.,"Mi amigo me envió un correo electrónico, fue una broma divertida sobre un pato republicano."
Fui a la tienda de psíquicos pero mi madre insistió en que le enviara un mensaje de texto durante la llegada.,Fui a la tienda de psíquicos pero mi madre insistió en que viniera a la tienda de psíquicos.
Entré en una búsqueda del tesoro que tenía mi iglesia. Las pistas eran complicadas pero divertidas de resolver.,Bebo un vaso de jugo de naranja en el desayuno.
Me siento nervioso por mi próxima visita al abogado.,Me siento nervioso por mi próxima visita a la funeraria.
"Fui a la playa a ver ballenas. Sólo vi una pareja en la distancia, pero el clima era genial.","Después de salir del trabajo, entré en mi habitación y atrapé a mi marido con otra mujer."
Estaba almorzando en el restaurante cuando la camarera derramó mi té helado en su bandeja.,Estaba comiendo en el restaurante cuando la camarera derramó mi té helado en mi regazo.
Estábamos comiendo en el patio de comida en el centro comercial.,Estábamos comiendo en el patio de comida del centro comercial.
Volté mi coche para evitar golpear a un peatón en la calle. Terminé golpeando un buzón en el lado de la carretera.,Compré un edificio condenado por alquilar.
"Tuve que lavar mi ropa en casa, usando mi lavadora.","Tuve que lavar mi ropa en casa, usando mi tabla de lavar."
Mi abuela me dio videojuegos para Navidad.,Mi abuela me dio una tarjeta para Navidad.
"Enchufe mi teléfono, y noté un nuevo correo electrónico.","Enchufaba mi teléfono, y no cobraba."
Tuve que pedir ayuda con mi trabajo de mi último año en el trabajo.,Crecí siendo criado por la familia de acogida.
Mi tía me dejó sus muebles en su testamento.,Mi amigo me ofreció llevarme a mi cita.
Mi novio me dio un abrigo de piel para Navidad.,Mi novio me dio un abrigo de piel para Navidad.
Entré al impecable baño público del restaurante.,Entré al sucio baño público del parque.
Mi abuela y yo jugábamos al ajedrez y perdí el juego y ella ganó el juego.,"Cuando volví a mi auto después de ir de compras, noté que tenía una rueda pinchada."
Decidí ir a dieta y compré una nueva báscula de baño para asegurarme de que estaba recibiendo el peso correcto cuando me pesaba.,Decidí ir en una dieta y compré una nueva escala de baño para asegurar que estaba recibiendo el peso correcto cuando me pesaba. Pensé que estaba haciendo muy bien y perder peso hasta que me di cuenta de que el peso siempre estaba apagado.
Me di cuenta de que mi perro se había comido uno de mis trozos de pollo.,Me di cuenta de que mi perro se había comido uno de mis trozos de chocolate.
Mi hija mostró a mi molesto invitado de casa su tarántula mascota.,"Nuestro profesor nos pidió hacer dioramas para nuestra clase de historia. Trabajé toda la noche, pero sólo conseguí una C."
"Me manché la camisa con jugo, y cuando la lavé la mancha salió.","Me manché la camisa con jugo, y cuando la lavé quedó un poco de mancha."
Esta semana hice reír a mi amor en la escuela.,Vi a mi amigo reírse en la escuela esta semana.
Ayudé a una señora a llevar sus víveres al coche y se lastimó la pierna.,Tomé prestado el lápiz labial de mi madre para el día de fotos en la escuela y accidentalmente lo dejé en la mesa del almuerzo en la escuela.
Me ingresaron en el hospital para el tratamiento del cáncer,Me ingresaron en el hospital para el tratamiento del cáncer El médico dijo que me sometería a una cirugía con una probabilidad de 50-50 de supervivencia.
Decidí ir de compras a American Apparel. Encontré algunas cosas que me quedan bien.,Pasé por la tienda de un herbolario para comprar velas perfumadas.
Un coche de policía me detuvo mientras caminaba a casa desde un bar.,Un coche de policía me detuvo mientras conducía erráticamente a casa desde un bar.
Decidí visitar a mi amigo por todo el país.,Llevé a mi hija al lago para enseñarle a nadar.
"Comencé a criar pavos en mi patio. Los pavos todos escaparon a la naturaleza, perdí a todo mi rebaño.",Llegué tarde a la fiesta porque un policía me desvió.
Compré sombreros de fiesta para mis invitados y compré una bolsa de más.,Compré sombreros de fiesta para mis invitados y compré una bolsa muy pocas.
"Ayer, visité la tumba de mi abuelo.",Ayer visité la tumba de mi hijo.
"Cuando mi disfraz de juego no encajaba, mi mamá lo alteró.","Cuando mi disfraz de juego no encajaba, mi mamá me dijo que fuera a dieta."
"Fui a las pruebas, hice J.V. por la piel de mis dientes.","Fui a las pruebas, soy el chico de las toallas."
Solicité un pasaporte para un próximo viaje a Francia. Lo conseguí dos meses antes de necesitarlo.,Solicité un pasaporte para un próximo viaje a Francia.
Me dirijo al banco porque necesito retirar dinero en efectivo.,Me dirijo al banco porque mis cheques rebotan.
"Mientras conducía a casa, empezó a verter.","Mientras caminaba a casa, empezó a verter."
Limpié la cueva del hombre de mi novio y volví a poner sus DVDs en orden aleatorio.,Decidí comprar unas figuritas para la parte superior de mi tocador. Inventé historias sobre ellas mientras me dormía.
He calentado un cubo de pollo de comida rápida en el microondas.,Cociné un pollo crudo en el microondas.
"Quería usar mi chaqueta favorita en la fiesta de cumpleaños de mi amiga, mi hermana la había tomado prestada y tenía comida por todas partes, así que tuve que lavarla primero.",Quería usar mi cardigan favorito para la fiesta de cumpleaños de mi amigo cuando lo saqué de la secadora se encogió a la mitad del tamaño.
"Decidí no pagar el estacionamiento, el encargado del estacionamiento me atrapó y me multó con 15 dólares extra.","Decidí no pagar el estacionamiento, el encargado del estacionamiento me atrapó y me remolcaron el coche."
"Fui a la librería, miré un rato y compré algunos libros que quería.",Siempre gano cuando juego Mahjong con mis amigas.
Había plantado varias plantas de tomate. Diez de las plantas crecieron en un mes.,Necesito memorizar el primer párrafo del libro para la escuela para mañana.
Un compañero de trabajo ha anunciado mal mi apellido.,Un compañero de trabajo que me interesa olvidó mi nombre de pila.
El repartidor me dio un par en la mesa de póquer.,Fui al gimnasio y pagué mi cuota mensual.
Trabajé para una tienda de mamá y papá.,"Trabajé para una tienda de mamás y papás, los patrones robaban demasiadas veces para contar."
Tengo una hija que quiere perforar sus orejas.,Tengo una hija que quiere perforar sus pezones.
Compré un sándwich de la gasolinera y descubrí que no tenía suficiente mayonesa.,Compré un sándwich de la gasolinera y descubrí que la mayonesa estaba rancio.
"Cuando fui a presentar mi discurso frente a la clase, mi voz se rompió.","Cuando fui a presentar mi discurso delante de la clase, olvidé las palabras."
"Me encontré con un hacker y descubrí que se metían con mi computadora dañaron todos mis datos, inutilizables, me metieron en problemas en el trabajo.","Me encontré con un hacker y descubrí que se metieron con mi computadora, me robaron todo mi dinero y arruinaron mi nombre en línea."
"Estaba saltando en mi trampolín, mi mamá me hizo entrar.",Decidí afeitar la cabeza de mi hermano mientras dormía.
Era parte de un equipo que descongelaba un virus encontrado en un glaciar.,Yo era parte de un equipo que descongelaba un virus encontrado en un glaciar. Hay signos de que podría infectar a los humanos y es altamente virulento.
Traté de coger un ganso para la cena de Navidad y embolsé uno gordo.,Decidí hacerme un nuevo tatuaje.
Fui a casa embrujada pero mi madre insistió en que le enviara un mensaje de texto durante la llegada.,Fui a casa embrujada pero mi madre insistió en que viniera a la casa embrujada.
"Fuimos a la playa de vacaciones, llovió la mitad del tiempo que estuvimos allí.",El guardia de seguridad del centro comercial me pidió que me fuera.
El guardia de seguridad del centro comercial me pidió que me fuera.,Fui a la farmacia a comprar Tylenol.
Fui a inscribirme en las Olimpiadas y aprobé el examen físico.,Decidí actualizar mi smartphone. Terminé pagando un 10% más por mi contrato.
"Antes de ir a ver la nueva película de terror para la que conseguí entradas, mi amigo me contó lo que pasó al principio porque ya la vieron.","Antes de ir a ver la nueva película de terror para la que conseguí entradas, mi amigo me contó lo que sucede al final porque ya la vieron."
Traté de crecerme la barba y terminé con una barba llena.,Traté de crecerme la barba y terminé con unos pelos retorcidos.
Tengo un chip del año en la reunión de AA en mi iglesia.,"Estaba esperando un paquete, llegó dos días antes."
Me di cuenta de que tenía una mancha en mi camisa mientras veía una presentación en clase.,Me di cuenta de que tenía una mancha en mi camisa mientras daba una presentación en clase.
Tuve que dar un discurso para la clase.,"Tuve que dar un discurso para clase, mis amigos aplaudieron por mí."
"Decidí impugnar una multa de estacionamiento, el juez aceptó que era inválida y la echó.","Estaba cargando los comestibles del coche, una de las bolsas se rompió y tuve que recoger todas las latas del cemento."
Derramé accidentalmente agua jabonosa sobre mi delantal mientras cocinaba.,Derramé accidentalmente agua sucia sobre mi delantal mientras cocinaba.
Mi bigote era desigual después de afeitarlo.,Traté de desarrollar mi propio método de limpieza en seco.
No pude encontrar a mi perro cuando se soltó en la casa.,No pude encontrar a mi perro cuando se soltó en el jardín de salvamento.
Decidí estudiar ciencias políticas y ahora soy aún más cínico sobre nuestro proceso electoral.,"Comí una manzana de mi árbol, la manzana estaba agria y tenía gusanos."
Me arruiné el auto cruzando la calle desde un taller de reparación.,Me arruiné el coche enfrente de la casa de mi supervisor.
Le pedí a mi hijo su carné de informe y dejó su carné de informe en la escuela.,"Le pedí a mi hijo su carné de calificaciones, la mayoría de sus notas eran de D."
La policía me llamó y me pidió que fuera a su estación. ¡Resulta que alguien entregó mi cartera perdida con todo mi dinero dentro!,Estaba sentado en mi escritorio cuando mi jefe entró y me culpó por meterme en la fotocopiadora.
Trabajé con un socio y desarrollamos una nueva aplicación móvil. La aplicación dio a mi vida una especie de enfoque.,Trabajé con un socio y desarrollamos una nueva aplicación móvil.
"Le enseñé a mi primo a montar en bicicleta. Al principio estaban asustados, pero mucho más confiados al final.",Le enseñé a mi primo a montar en bicicleta.
"Sostuve la toalla de papel en mi mano, esperando.","Sostuve la toalla de papel mojado en mi mano, esperando."
"Porque fallé a mi examen de inglés, mi mamá me dijo que no podía salir con mis amigos hasta después de terminar de estudiar.","Porque fallé a mi examen de inglés, mi mamá me dijo que no podía salir con mis amigos hasta que mis notas mejoraran."
Mi hermano tomó un par de cigarrillos de la mesa junto a mi silla antes de irse.,Mi hermano tomó un paquete de cigarrillos de la mesa junto a mi silla antes de irse.
Le pedí a mi carnicero los restos de un cadáver de cerdo para usarlos en guisos. El esqueleto no utilizado era pesado.,Se me cayó el guión accidentalmente mientras daba un discurso.
"Le pedí a mi vecino que alimentara a mi perro mientras estaba fuera de la ciudad, me dijeron que el perro salió pero lo atraparon.","Le pedí a mi vecino que alimentara a mi perro mientras estaba fuera de la ciudad, mi vecino se olvidó de mi perro durante una semana."
"Salí del huracán sin lesiones, pero la casa se largó.",Salí con las heridas leves del huracán pero la casa se largó.
"Tomé un vaso de té helado el día del verano cálido, bajo el sol.","Tomé un té caliente el día del verano cálido, bajo el sol."
Salpicé pintura en la pared por accidente mientras pintaba en mi garaje.,Salpicé pintura en la pared por accidente mientras pintaba en mi sala de estar.
Fui a una entrevista de trabajo y me dijeron que me llamarían.,Fui a una entrevista de trabajo y me dijeron que lo pensarían.
Conseguí un nuevo trabajo como recepcionista en la agencia inmobiliaria local.,"Tengo un nuevo trabajo como recepcionista en la agencia inmobiliaria local, la oficina de agencias está a una hora de mi casa."
"Jugué al billar en el salón de billar, al romper las pelotas, uno voló hacia una lámpara y la rompió.",Jugué al billar en el billar. Perdí todo mi salario en un juego de billar.
"Hoy en mi entrevista de trabajo, me dieron una fecha para una segunda entrevista.",Me voy a casar y mi mamá quiere usar un vestido blanco para la boda.
Hoy derramé accidentalmente una bebida por toda mi alfombra marrón.,Hoy derramé accidentalmente una bebida por toda mi alfombra blanca.
Me uní a un club de cocina tailandesa en mi universidad.,Me uní a un club de cocina tailandesa en mi universidad. Soy el cocinero menos hábil del grupo.
Mi madre me dijo que estaba en grandes problemas y me prohibió ver televisión durante un mes.,Mi madre me dijo que estaba en grandes problemas y me castigó por un mes.
"Cuando señalé que el último orador había pasado su tiempo, la presidenta ignoró mis preocupaciones.",Me estaba vistiendo para mi boda.
El juez me cortó la multa por la mitad.,Decidí disputar una multa de estacionamiento.
"Tenía un poco de dolor en la mandíbula, la infección me hizo palpitar la cabeza y no pude dormir.","Tenía dolor en la mandíbula, necesitaba una operación de emergencia."
Entré en la comisaría y estaba uniendo a mi hermana fuera de la cárcel.,Entré en la comisaría y me estaba entregando.
Saqué a las vacas a su pasto en una mañana turbia.,Decidí disputar una multa de estacionamiento.
Conduje una milla fuera de mi camino porque la tienda cerca de mí estaba cerrada.,Caminé una milla fuera de mi camino porque la tienda cerca de mí estaba cerrada.
Noté una lágrima en el vestido cuando me lo probé.,Noté una lágrima en el vestido después de comprarlo.
Escribí a mi representante porque nunca recibí mi reembolso del impuesto sobre la renta. Él me dijo que debía dinero y no recibiría ningún reembolso.,Escribí a mi representante porque nunca recibí mi reembolso del impuesto sobre la renta. Él explicó que iba a ser auditado y necesitaba un abogado.
"Jugué golf con un amigo, y conseguí un carrito de golf.","Estábamos pasando el rato junto a la piscina, el agua se sentía perfecta cuando entramos."
Me encerraron en mi oficina después de quedarme hasta tarde.,Me encerré en el congelador del trabajo después de quedarme hasta tarde.
Fui a Ihop a desayunar y probé su tortilla.,Fui a Ihop a desayunar.
"Oigo una tormenta que se pone en marcha, así que voy a cerrar las ventanas del coche y traer las cosas en la cubierta.",Me quedé una hora más en el trabajo para conseguir horas extras.
Compré un cofre antiguo en una venta de propiedades y luego supe que era más viejo de lo que pensaba.,Compré un cofre antiguo en una venta inmobiliaria y luego me enteré de que era una reproducción.
Mi resolución de Año Nuevo era hacer mi cama todos los días.,"Mi resolución de Año Nuevo era hacer mi cama todos los días. Es sólo febrero, pero estoy seguro de que puedo seguir así."
Había plantado varias plantas de tomate. Diez de las plantas crecieron en un mes.,Había plantado varias plantas de tomate.
"Después de seis meses de contar calorías, llegué a mi peso objetivo.","Después de seis meses de contar calorías, gané cinco libras."
"Tenía ganas de cosechar mi coliflor, tenía floretes formándose.",Tomé una medicación para el dolor y empecé a sentirme mareada.
"Decidí ir a nadar, tuve que pasar un poco de tiempo limpiando las hojas de mi piscina.","Decidí ir a nadar, la piscina pública estaba llena de gente."
Tomé una foto con el actor de mi película favorita.,Tomé una foto con un actor parecido de mi película favorita.
"Cuando volví a la casa sin que mis padres lo supieran, vi que estaban profundamente dormidos.","Cuando volví a la casa sin que mis padres lo supieran, vi que estaban sentados en el sofá esperándome."
Fui al billar y jugué un juego de billar.,Fui al salón de billar y vi un juego de billar.
Comprometí nuestra escuela a usar nada más que papel reciclado.,"Invité a todos a la fiesta, todos llegaron tarde."
He estado trabajando duro así que decidí tratarme a mí mismo y conseguir una pedicura.,He estado trabajando duro así que decidí tratarme a mí mismo y conseguir un nuevo juego de cortauñas.
Mis padres se sorprendieron cuando descubrieron que mi novia rompió conmigo.,Mis padres se divirtieron cuando descubrieron que mi novia rompió conmigo.
Recibí un golpe en mi puerta temprano esta mañana y fue alguien que encontró a mi perro que había huido.,Llamé a mi puerta temprano esta mañana y fue alguien que pensó que vio a mi perro que había huido.
Si como un montón de caramelos podría tener caries.,Si como un montón de caramelos tendré caries.
Decidí comprar un teléfono nuevo y tuve que esperar dos horas.,"Decidí comprar un teléfono nuevo, tuve que esperar seis horas en la cola."
"Compré un anillo de oro en el mercado, resultó ser un anillo de oro falso.","Mientras caminaba por la noche, se me cayó la cartera."
"Terminé mis informes temprano, así que mi jefe me dejó ir a casa.","Terminé mis informes temprano, así que mi jefe me dio más que procesar."
"Corté la madera roja, talando debido a la podredumbre.","Corté la madera roja, la talé por despecho."
"Cuando traté de salir en el cajero, me di cuenta de que había olvidado mi tarjeta de puntos.","Cuando traté de salir en el cajero, mi tarjeta declinó."
"Durante mi turno como despachador de emergencia, hubo muy pocas llamadas.","Durante mi turno como operador de canal de compras, hubo muy pocas llamadas."
"Mientras bebía agua, se fue por la tubería equivocada y la escupí en el fregadero.","Mientras bebía agua, se fue por la tubería equivocada y lo escupí en mi portátil."
"Fui a una reunión de la casa, fui atado a una intervención.",Fui a una reunión de la casa. Me informaron del aumento del alquiler.
"Decidí hacer una voltereta en el trampolín, todos los que me vieron aplaudieron.","Decidí hacer una voltereta en el trampolín, impresioné a mi hermanito, el único que estaba mirando."
Alquilé una cinta VHS y encontré que el espectador anterior había grabado sobre ella.,"Compré un cuaderno en la farmacia, alguien había escrito en los márgenes."
Perdí la cabeza en el trabajo y me despidieron por nada.,Sumergí dos veces mi pretzel en la salsa marinara y un extraño al azar me llamó.
Quería tirarle globos de agua a mi amigo para vengarme de él por una broma.,Quería tirar piedras a mi enemigo para vengarme por su broma.
Mi jefe me llevó a un restaurante porque estaba trabajando duro.,Mi jefe nos trajo todos los sándwiches de ensalada de pollo.
"Cuando estaba en mi viaje por carretera, mi coche se quedó sin líquido de lavado de ventanas.","Cuando estaba en mi viaje por carretera, mi coche se quedó sin gasolina."
Fui a la sala de juegos pero todos los juegos estaban ocupados.,Fui a la sala de juegos pero todos los juegos estaban fuera de lugar.
La enfermera fue muy grosera conmigo por llegar tarde.,"Llegué tarde a mi última cita con el médico, el doctor no me vio, así que tuve que reprogramar la cita."
Entré en una búsqueda del tesoro que tenía mi iglesia. Las pistas eran complicadas pero divertidas de resolver.,Entré en una búsqueda del tesoro que tenía mi iglesia.
"Mientras metía las sábanas bajo el colchón mientras hacía mi cama esta mañana, me atasqué el dedo.","Cuando leí mis líneas, todo el público se rió de lo horrible que era en el drama serio."
Se me cayó el cuaderno en un charco de barro mientras esperaba el autobús.,Noté que el neumático del triciclo de mi hijo estaba pinchado antes de irme a trabajar.
Estuve en fila durante veinte minutos para subirme.,Decidí reemplazar la cerca en mi patio trasero.
Quería decorar mi habitación y se veía elegante.,Quería decorar mi habitación y parecía algo elegante.
Fui al pasto a buscar leche fresca para mi familia.,Fui al pasto a buscar leche fresca para la familia para la que trabajo.
Decidí picar unos chiles para hacer salsa. Olvidé y mordí mis uñas.,Decidí picar unos chiles para hacer salsa. Me olvidé y me froté los ojos.
Fui a la tienda a comprar un nuevo videojuego y les quedaba una copia.,Estaba buscando en los clasificados un estudio de arte para alquilar.
"Fui a una entrevista para un trabajo, dijeron que lo hice bien y me llamarían la semana que viene.","Encendí la televisión y vi las noticias, y el candidato que más apoyo ganó las elecciones para presidente."
Tomé una siesta de dos horas y me perdí un programa de televisión.,Tomé una siesta de dos horas y me perdí una llamada de conferencia.
Estaba leyendo en mi hamaca cuando una hoja cayó y aterrizó en mi libro.,Estaba leyendo en mi hamaca cuando la caca de pájaro cayó en mi libro.
"Conocí a una chica nueva en el parque de perros, fuimos a una cita y planeamos ir a otra.","Conocí a una chica nueva en el parque de perros, después de nuestra primera cita me enteré de que estaba casada."
Estaba jugando un juego de computadora cuando mi hermano pasó y se tropezó con mi computadora.,Estaba jugando un juego de computadora cuando mi hermano pasó y desenchufó mi computadora.
Construí una casa de árboles para mis hijos y pasan la mitad del día usándola.,Accidentalmente abracé a un extraño que pensé que era mi esposa.
Me di cuenta de que mi camisa estaba demasiado ajustada cuando me la puse.,Me di cuenta de que dejé mis llaves en mi apartamento después de bajar el ascensor.
Trabajé como camionero y gané suficiente dinero para comprar un auto nuevo.,"Estaba trabajando como camionero, hice lo suficiente para llevar a mi esposa a cenar."
Se me cayó la goma de borrar y se rodó debajo de la nevera.,"Antes de que comenzara la entrevista, me di cuenta de que llegaba una hora tarde."
"Empecé a salir con el sheriff, es difícil encontrar tiempo para vernos porque está muy ocupada.",Me senté en un banco que había sido pintado el día anterior.
Me metí en problemas con mi madre por caminar desnuda por la casa.,Me metí en problemas con mi profesor por caminar desnudo por la clase.
Mi lista de tareas para el fin de semana estaba casi terminada antes de descansar.,"Mi mamá me dijo que aspirara la casa, y luego agregó que debía lavar los platos."
Voy a la selva para supervisar el claro de los árboles.,Fui al patio de salvamento para conseguir un papel para mi coche.
"Me puse un perfume nuevo para trabajar hoy. Creo que me puse demasiado, porque la gente seguía haciendo caras extrañas a mí.",Hoy usé un perfume nuevo para trabajar. Me puse tanto que empecé a sentirme mareado dos horas.
Tengo hipo mientras cantaba en la ducha.,Tenemos chinches y el exterminador me dijo que vendría mañana.
Tomé un tazón de helado mientras estaba sentado afuera en un día de verano.,Trabajé duro y derroté a Chris Rock en la lucha libre.
"Necesito memorizar 100 palabras en español para mi examen, esto me llevará toda la noche.",Necesito memorizar 100 palabras en español para mi examen. Renuncié después de una hora y acepté una F.
Pude ver un cometa volando en el cielo.,Decidí pedir un filete para mi cena de cumpleaños.
Me ofrecí para ayudar a ver la casa de mi vecino cuando se fueron de vacaciones. Fue agradable poder pasar el rato en una sala de estar diferente y ver su televisión agradable.,Estoy comiendo una pinta de helado porque es mi cumpleaños y me lo merezco.
