baseline,less_pleasant
Je faisais mes impôts.,Je faisais mes impôts. Je me suis trompé et j'ai dû engager quelqu'un pour m'aider.
Je parlais au téléphone alors que l'avion était sur le point de décoller. J'ai terminé ma conversation juste à temps.,Je parlais au téléphone alors que l'avion était sur le point de décoller. La personne à qui je parlais a compris que je devais raccrocher.
J'ai pris une bouchée de ma coupe de glace et j'ai trouvé des morceaux de chocolat.,J'ai mordu dans mon bol de glace et j'ai trouvé des morceaux de verre.
J'ai commencé à prendre des cours de cuisine. Je m'en sors bien mais je dois continuer à pratiquer.,J'ai commencé à prendre des cours de cuisine.
James a décidé de construire une maison préfabriquée en A dans les montagnes.,James a décidé de construire une maison préfabriquée en A dans les montagnes. Il s'est rapidement lassé de la neige.
Ma nièce jouait dans une pièce de théâtre.,Ma nièce jouait dans une pièce de théâtre. Elle a oublié certaines de ses répliques dans une scène.
J'ai décidé de prendre un sandwich dans une aire de repos.,J'ai décidé de prendre un sandwich dans une aire de repos. Ça sentait comme un rat mort.
J'ai dansé au club local. J'ai dansé pendant plusieurs heures mais j'étais tellement fatigué vers la fin de la nuit.,J'ai dansé au club local. J'ai dansé au club local et maintenant ma jambe est douloureuse.
J'ai été payé par chèque pour mon travail de garde d'enfants hier soir.,J'ai été payé avec un billet à ordre pour mon job de baby-sitting hier soir.
J'ai essayé de caresser un chat errant dans mon quartier.,J'ai essayé de caresser un chat errant dans mon quartier. Il a craché et s'est enfui.
J'ai fait un pot tout seul en cours d'argile. Le couvercle ne s'adaptait pas sur le dessus.,J'ai fait un pot tout seul en cours d'argile. Il est tombé et s'est cassé dans le four.
"Après l'ouragan, mon jardin était couvert de feuilles.","Après l'ouragan, mon jardin était couvert d'arbres tombés."
J'ai conduit mon petit ami au centre médical pour sa coloscopie et je l'ai attendu dans la salle d'attente jusqu'à ce que ce soit terminé.,"J'ai conduit mon petit ami au centre médical pour sa coloscopie et j'ai dû l'attendre dans la voiture jusqu'à ce que ce soit terminé, en raison des restrictions liées à la pandémie."
Je suis allé à la foire de la ville. J'ai gagné plusieurs prix à la foire.,Je suis allé à la foire de la ville. J'ai croisé mes amis à la porte.
J'ai découvert que les nouveaux vêtements que j'avais achetés en ligne étaient d'occasion après les avoir reçus.,J'ai découvert que les nouveaux vêtements que j'ai achetés en ligne étaient usés en les portant.
"Je suis monté sur le toit, j'ai regardé au loin, c'était clair.","Je suis monté sur le toit, j'ai regardé au loin, il faisait nuageux."
J'ai reçu une notification par texto m'informant que le paiement de ma carte de crédit était dû.,J'ai reçu une notification par texto m'informant que mon paiement par carte de crédit était en retard.
Je suis allé au magasin du coin pour acheter de la bière. Le magasin était déjà fermé.,"Je suis allé au magasin du coin pour acheter de la bière. Pendant que j'étais à l'intérieur, le magasin a été cambriolé, et moi aussi."
"J'ai adopté tous les animaux errants que j'ai croisés. Les animaux ont abîmé mon canapé et sali mes meubles, je n'ai rien sur quoi m'asseoir et pas d'argent pour le remplacer.","J'ai adopté tous les animaux errants que j'ai croisés. Le comté a condamné ma maison à cause de l'odeur qu'ils ont créée, me rendant sans abri."
J'ai appelé mon bureau d'État pour demander de l'aide sociale. L'agent avec qui j'ai parlé m'a traité de noms et m'a averti de ne pas rappeler.,"J'ai appelé mon bureau d'État pour demander de l'aide sociale. Ma demande a été refusée parce que j'ai attendu trop longtemps pour postuler, même s'il était impossible de les joindre par leurs systèmes téléphoniques."
J'ai préparé des cocktails pour la fête. J'ai renversé le pichet sur le sol.,J'ai préparé des cocktails pour la fête. J'ai renversé le pichet par terre et deux personnes ont glissé sur le désordre et se sont blessées.
"Ma fille était malade, alors je suis allé à la pharmacie pour acheter des médicaments, mais c'était cher.","Ma fille était malade, alors je suis allé à la pharmacie pour prendre des médicaments, mais elle était fermée."
Je suis allé chez le dentiste. On m'a dit que je n'avais aucun problème avec mes dents.,Je suis allé chez le dentiste. Le dentiste a dit que je devais mieux me brosser les dents.
J'ai visité le lac Tahoe l'hiver dernier.,J'ai visité le lac Tahoe l'hiver dernier. L'eau était polluée et sale.
J'ai fait tomber ma brosse à dents dans le lavabo de la salle de bain.,J'ai fait tomber ma brosse à dents sur le sol de la salle de bain.
Mon chien ne veut jamais sortir avec moi à moins qu'il fasse beau et ensoleillé.,Mon chien ne veut jamais sortir avec moi à moins qu'il ne pleuve.
Je marchais dans une ruelle sombre et j'ai vu une personne sans-abri en train d'uriner.,Je marchais dans une ruelle sombre et j'ai vu une personne sans-abri se faire agresser.
Mon épaule ne me faisait pas mal il y a quelques minutes.,Mon épaule me faisait mal il y a quelques minutes.
J'ai essayé de me coiffer moi-même. J'ai économisé de l'argent en ne allant pas chez un professionnel.,J'ai essayé de me coiffer moi-même.
Je suis allé sur Twitter et j'ai posté une nouvelle recette que j'ai inventée.,Je suis allé sur Twitter et j'ai posté une nouvelle recette que j'ai inventée. Les gens ne l'ont pas aimée et ont posté des commentaires négatifs.
J'ai été invité à un jeu de bingo. J'ai gagné quelques centaines de dollars en gains.,J'ai été invité à un jeu de bingo. J'ai gagné une carte-cadeau en criant bingo.
Ma femme et moi avons mis en place beaucoup de décorations pour Halloween. Des photos de cela sont devenues virales et notre maison a été présentée à la télévision nationale !,Ma femme et moi avons mis en place beaucoup de décorations pour Halloween. Cela a beaucoup plu au quartier.
J'ai étendu une couverture de pique-nique dans ce qui s'est avéré être un champ de trèfle.,J'ai étendu une couverture de pique-nique dans ce qui s'est avéré être un patch d'orties.
J'ai vu deux kangourous faire de la boxe dans mon jardin et j'ai fait une vidéo.,J'ai vu deux kangourous faire de la boxe dans mon jardin et j'ai été frappé par une claque errante.
"Je suis sorti pour faire voler un cerf-volant. Le vent a propulsé mon cerf-volant haut dans le ciel, et j'ai joué pendant des heures.","Je suis sorti pour faire voler un cerf-volant. Le vent n'était pas très fort, mais j'ai réussi à faire monter mon cerf-volant dans les airs."
Mon nouvel ordinateur est envoyé chez moi. Je le mets dans ma chambre et je commence à installer mes jeux sur le disque dur.,Mon nouvel ordinateur est envoyé à ma maison.
Je suis allé faire du parachutisme pour la première fois. J'ai crié tout le long de la descente et je me suis évanoui.,J'ai fait du parachutisme pour la première fois. J'ai heurté plusieurs branches d'arbres en atterrissant et j'ai eu de nombreuses égratignures.
Mon père a construit une balançoire en pneu pour moi dans le jardin avec un pneu de tracteur qu'il a rapporté du travail.,"Mon père a construit une balançoire en pneu pour moi dans le jardin avec un pneu de tracteur qu'il a rapporté du travail. Un jour, alors que je me balançais dessus, la branche s'est cassée et je suis tombé."
J'ai perdu un pari avec mon père. J'ai été obligé de nettoyer son garage et d'aller à la décharge pour lui.,"J'ai perdu un pari avec mon père. J'ai dû réparer son porche enveloppant, en ajoutant des rampes, à mes frais."
Beurk ! Il y a des grains de café au fond de ma tasse de café.,Beurk ! Il y a des grains de poivre au fond de ma tasse de café.
Je suis allé à la maison de retraite et j'ai vu ma grand-mère.,"Je suis allé à la maison de retraite, et c'était interdit."
J'ai fait une course de drag contre mon ami.,J'ai fait une course de drag avec mon ami. Nous avons été arrêtés par la police.
Je suis allé à une réunion de lycée. J'ai eu mal au ventre et je n'ai pas pu y assister.,Je suis allé à une réunion de lycée. Je suis tombé et je me suis cassé la jambe.
Je suis devenu déterminé à découvrir pourquoi le lave-vaisselle ne se vide pas.,"Je suis devenu déterminé à découvrir pourquoi le lave-vaisselle ne se vide pas. J'ai vérifié si le drain principal était bouché, mais ce n'était pas le cas."
Je me suis promené dans le parc cet après-midi.,Je me suis promené dans le parking cet après-midi.
Mon neveu vient d'Angleterre. Nous nous sommes assis et avons parlé un moment pour nous rattraper.,Mon neveu vient d'Angleterre.
J'ai été promu assistant manager chez McDonald's. Je dois travailler plus d'heures mais je ne gagne pas plus d'argent.,J'ai été promu assistant manager chez McDonald's. Je me fais crier dessus par des clients pendant 60 heures par semaine sans argent supplémentaire.
J'ai décidé d'acheter dix billets pour la tombola de mon église.,J'ai décidé d'acheter dix billets pour la tombola de mon église. Je n'ai rien gagné.
"J'ai vu un puma sauvage en faisant de la randonnée seul. L'animal m'a fixé, regardant mon visage.","J'ai vu un puma sauvage en faisant de la randonnée seul. L'animal s'est accroupi, prêt à bondir vers moi."
J'attendais mon avion à l'aéroport. Mon avion avait une demi-heure de retard.,J'attendais mon avion à l'aéroport. J'étais allé à l'aéroport le mauvais jour.
J'ai commencé à écrire un roman.,"J'ai commencé à écrire un roman. Je n'arrive pas à me concentrer, j'ai été paresseux."
Ma voiture est tombée en panne.,Ma voiture est tombée en panne. J'ai dû acheter de nouveaux pneus.
"Au salon de jeux vidéo, j'ai pu retrouver certains de mes vieux amis du collège. Nous avons pu parler de nos anciennes expériences ensemble.","Au salon de jeux vidéo, j'ai pu rencontrer certains de mes vieux amis du collège. Cependant, aucun d'eux ne se souvenait de moi."
J'ai emmené mon chien à la plage. Nous avons marché et sommes rentrés chez nous.,J'ai emmené mon chien à la plage.
J'ai loué une maison de plage le mois dernier.,J'ai loué une maison de plage le mois dernier. Il y avait des cigarettes dans le cendrier quand nous sommes arrivés.
Mon fils m'emmène à un match de baseball. Notre équipe prend de l'avance sur l'autre équipe de 7 points.,Mon fils m'emmène à un match de baseball.
J'ai invité tout le monde à un bon dîner partagé. Il y avait beaucoup à manger et tout le monde s'est amusé.,J'ai invité tout le monde à un bon dîner partagé.
"J'ai emmené mon chien se promener. Mon chien aboyait sur tout le monde, il ne passait pas un bon moment.",J'ai emmené mon chien se promener. La laisse s'est cassée et mon chien a attaqué une fille.
J'ai mis une boule de glace à la noix de coco dans mon bol.,J'ai mis une cuillère de abricots secs dans mon bol.
J'ai mangé un burrito pour le dîner.,J'ai mangé un burrito pour le dîner. Je ne me suis pas senti bien après.
Je suis allé promener mon chien dans le parc. Mon chien s'est lié d'amitié avec d'autres chiens dans le parc.,Je suis allé promener mon chien dans le parc.
Ma copine est restée avec moi toute la nuit.,Ma copine est restée avec moi toute la nuit. J'ai dit quelque chose de stupide et elle m'a giflé.
Le professeur m'a appelé devant la classe pour me présenter.,Le professeur m'a appelé devant la classe pour me présenter. Je me suis senti nerveux en voyant tout le monde et j'ai commencé à bégayer.
"Lorsque j'ai engagé le détective pour voir si mon mari avait une liaison, il a attendu dans le garage de stationnement pendant que j'étais dehors, et a vu mon mari arriver, se garer et serrer la main à un homme bien habillé portant une mallette qui s'est approché comme sur un signal.","Lorsque j'ai engagé le détective pour voir si mon mari avait une liaison, il a attendu dans le garage de stationnement pendant que j'étais dehors, et a vu mon mari arriver, se garer, et une femme qui aurait pu être une 'escorte' est sortie du côté passager, vêtue d'une robe courte et moulante et portant une bouteille d'alcool."
J'ai commencé à élever des dindes dans mon jardin. J'avais de la viande délicieuse pour le dîner.,J'ai commencé à élever des dindes dans mon jardin.
J'ai fabriqué une maison pour oiseaux. Je l'ai mise dehors mais il y a eu une tempête qui l'a fait tomber de l'arbre.,"J'ai fabriqué une maison pour oiseaux. Je l'ai mise dehors, mais les oiseaux ont été attaqués par un chat errant quand ils sont entrés à l'intérieur."
Je suis allé dans une forêt tropicale pour documenter la faune. Je me suis fait piquer partout par des moustiques.,Je suis allé dans une forêt tropicale pour documenter la faune. Je suis tombé dans une rivière et j'ai ruiné tout mon équipement.
Mon père m'a apporté un ensemble de haut-parleurs. Les haut-parleurs s'accordaient bien avec mon système de divertissement à domicile et mon nouvel ordinateur.,Mon père m'a apporté une paire de haut-parleurs. Les haut-parleurs s'accordaient bien avec mon nouvel ordinateur.
Je suis allé me promener sur un pont. La journée était paisible sans événements fâcheux.,Je suis allé me promener sur un pont.
J'ai décidé d'aller en vacances en Australie.,J'ai décidé d'aller en vacances en Australie. La chaleur était absolument brutale.
Je jouais de la guitare dans la rue. Un propriétaire d'entreprise m'a dit de partir.,Je jouais de la guitare dans la rue. J'ai été arrêté pour flânerie dans la rue.
"Ils ont construit un nouveau pont près de chez moi pour alléger le trafic, mais les gens prennent toujours l'ancienne route.","Ils ont construit un nouveau pont près de chez moi pour alléger le trafic, mais cela a aggravé la circulation près de chez moi."
J'ai eu un accident de voiture aujourd'hui. Ma voiture est irréparable mais je ne suis pas blessé.,J'ai eu un accident de voiture aujourd'hui. Mon ami m'a conduit à l'hôpital pour faire examiner mes blessures.
Mon fils m'a acheté un gâteau.,Mon fils m'a acheté un gâteau. C'était un gâteau nature.
"J'ai planté des fleurs dans le grand pot sur le perron, et elles sont encore en fleurs.","J'ai planté des fleurs dans le grand pot sur le perron, et les cerfs les ont mangées."
J'ai utilisé un ballon de médecine de quinze livres pour m'entraîner pendant le mois dernier et mon cardio s'est amélioré de manière significative.,J'ai utilisé un ballon de médecine de quinze livres pour m'entraîner pendant le mois dernier et je ne suis pas sûr d'avoir vu des résultats.
J'ai lu un livre de Stephanie Meyer. C'était la tentative de prose anglaise la plus horrible que j'aie jamais vue.,J'ai lu un livre de Stephanie Meyer. La prose horrible et le sexisme m'ont tellement mis en colère que j'ai envoyé des menaces de mort à Stephanie Meyer.
J'ai emmené mon chat chez le vétérinaire et j'ai découvert qu'il n'y a rien de mal avec sa santé.,J'ai emmené mon chat chez le vétérinaire.
Je jouais au basket-ball avec mes amis. Nous avons participé à un tournoi et avons remporté la première place avec un prix en espèces.,Je jouais au basket avec mes amis. Nous avons participé à un tournoi et avons remporté la première place.
J'ai laissé tomber une poêle en fer lourde sur mon pied.,J'ai laissé tomber une poêle en fer lourde sur mon pied. J'étais pieds nus et je me suis fracturé un os du orteil.
Le siège arrière du taxi dans lequel j'ai pris place sentait le cuir.,Le siège arrière du taxi dans lequel j'ai pris place sentait la cigarette.
J'ai commandé un nouveau jeu vidéo en ligne la semaine dernière sur Amazon. Cela a pris un mois pour arriver chez moi malgré la promesse d'une livraison en deux jours.,"J'ai commandé un nouveau jeu vidéo en ligne la semaine dernière sur Amazon. Il est arrivé chez moi aujourd'hui, mais quand je l'ai ouvert, ce n'était pas le jeu qui était annoncé."
La pharmacie m'a fait attendre pour renouveler mon ordonnance.,La pharmacie était complètement à court de mon ordonnance.
Je me suis arrêté pour manger dans un fast-food.,Je me suis arrêté pour manger dans un fast-food. Ma nourriture était un peu trop froide.
"Il y a eu une épidémie de COVID dans ma ville. Elle s'étend lentement, il y a de nouveaux cas.","Il y a eu une épidémie de COVID dans ma ville. Il y a beaucoup de nouveaux cas, il y a des patients décédés."
"Je suis rentré chez moi et j'ai trouvé une tache marron sur le sol de ma cuisine, il s'est avéré que c'était du chocolat fondu.","Je suis rentré chez moi et j'ai trouvé une tache marron sur le sol de ma cuisine, il s'est avéré que c'était les crottes de mon chien."
J'ai travaillé en tant que géologue d'exploration. J'ai eu l'occasion de réaliser une expérience unique une fois.,J'ai travaillé comme géologue d'exploration.
Je repassais ma chemise de travail. J'ai vérifié les poches et j'ai trouvé un reçu que je cherchais.,Je repassais ma chemise de travail.
Je suis revenu à la cabane pour me détendre après la longue journée.,Je suis revenu à la cabane pour trouver un abri pendant la tempête.
J'ai dirigé une pièce de théâtre en utilisant des enfants d'âge préscolaire comme membres de la distribution. Aucun des enfants n'a mémorisé ses répliques.,J'ai dirigé une pièce de théâtre en utilisant des enfants d'âge préscolaire comme membres de la distribution. Les enfants s'éloignaient sans cesse et se mettaient dans des situations difficiles.
J'ai emmené mon chien se promener au parc. Mon chien s'est battu avec un Chihuahua et il a eu peur.,J'ai emmené mon chien se promener au parc. Mon chien s'est battu avec un Pitbull et a été mordu au bras.
"Je veux paver mon allée. J'ai acheté du matériel, je vais tout faire moi-même.",Je veux paver mon allée. J'ai acheté du matériel.
"Alors que je me retirais dans ma cabane de montagne louée, le voisin s'est exclamé : ""Il y a toutes sortes d'oiseaux, partout ici ; le chant des oiseaux et encore le chant des oiseaux !""","Alors que je me retirais dans ma cabane de montagne louée, le voisin a crié : « Il y a toutes sortes de chauves-souris par ici, et fais attention à ce qu'elles ne se posent pas dans tes cheveux, elles adorent faire ça. »"
Je suis allé chez le vétérinaire. Mon animal de compagnie a eu un toilettage gratuit.,Je suis allé chez le vétérinaire.
J'ai conduit ma voiture au magasin. Je n'ai presque pas eu à attendre dans une file.,J'ai conduit ma voiture au magasin.
Ma chanson préférée de mon artiste préféré a commencé à jouer sur Spotify. Spotify a ensuite commencé à jouer des chansons d'un artiste qui m'a offensé.,Ma chanson préférée de mon artiste préféré a commencé à jouer sur Spotify. Mon application Spotify a planté et ne voulait pas se rouvrir.
J'ai projeté des films sur un drap dans mon jardin.,J'ai projeté des films sur un drap dans mon jardin. J'ai été fermé parce que j'ai violé les lois sur le trouble à l'ordre public.
Ma chambre d'hôtel sentait le désodorisant à la menthe.,Ma chambre d'hôtel sentait la cigarette froide.
Je suis allé acheter une nouvelle télévision la semaine dernière.,"Je suis allé acheter une nouvelle télévision la semaine dernière. Je n'ai pas pu trouver celle que je cherchais, j'ai dû prendre une plus petite."
Les cygnes dans l'étang devant mon appartement nagent d'avant en arrière.,Les cygnes dans l'étang devant mon appartement me poursuivent sur le chemin.
Mon frère m'a emmené au musée de l'Holocauste. Nous avons pris de la nourriture en chemin.,Mon frère m'a emmené au musée de l'Holocauste.
"Quand j'étais dehors, à jouer avec mes amis, nous avons vu le camion de glace arriver et nous avons pris une glace.","Quand j'étais dehors, à jouer avec mes amis, nous avons vu un camion semi-remorque passer et il a klaxonné pour nous."
J'ai trouvé mon partenaire de vie au centre commercial hier.,Je n'ai pas pu trouver mon partenaire de vie au centre commercial hier.
J'ai fabriqué mes propres dalles à la maison en utilisant des motifs de feuilles. Les dalles que j'ai faites ont aidé à garder mes chaussures sèches.,J'ai fabriqué mes propres pas en pierre à la maison en utilisant des motifs de feuilles.
Je suis allé à la plage avec mes amis. Nous avons joué au volley-ball.,Je suis allé à la plage avec mes amis.
J'ai décidé de faire un voyage au Grand Canyon. J'ai passé un bon moment à monter un âne le long du bord.,J'ai décidé de faire un voyage au Grand Canyon.
Je vais dans le jardin pour arroser les fleurs.,Je vais dans le jardin pour arracher les mauvaises herbes.
J'ai décidé d'apporter des fleurs quand je suis allé au dîner de mes amis. Je me suis souvenu plus tard que l'hôtesse n'aimait pas les lys.,J'ai décidé d'apporter des fleurs quand je suis allé au dîner de mes amis. L'hôtesse a dit qu'elle était gravement allergique aux lys et a commencé à éternuer en chaîne.
Mon cousin m'a invité à aller jouer au bowling avec lui.,Mon cousin m'a invité à l'accompagner sur son itinéraire de distribution de journaux.
J'ai emmené mon chien avec moi dans le magasin pour animaux. J'ai reçu plusieurs compliments sur mon chien de la part d'autres personnes dans le magasin.,J'ai emmené mon chien avec moi dans le magasin pour animaux. J'ai emmené mon chien dans l'allée avec les os et je l'ai laissée choisir son propre os.
J'ai brûlé ma guimauve en essayant de préparer des S'mores au-dessus du feu de camp.,Je me suis brûlé la main en essayant de faire des S'mores au-dessus du feu de camp.
J'ai décidé de tirer la sonnette d'alarme pour éviter de passer mon examen final.,J'ai décidé de tirer la sonnette d'alarme pour éviter de passer mon examen final. Un enseignant m'a remarqué traîner près de l'alarme et j'ai dû abandonner mon plan.
Mon ami m'a défié de courir nu à travers un cimetière. Je l'ai fait et mes amis étaient impressionnés.,Mon ami m'a défié de courir nu à travers un cimetière.
J'ai recommandé que notre entreprise passe à des assiettes biodégradables dans la cafétéria. Les gens ont grogné mais s'y sont finalement habitués.,"J'ai recommandé que notre entreprise passe à des assiettes biodégradables dans la cafétéria. Elles étaient sujettes à fondre, et le PDG a qualifié cela de l'idée la plus stupide qu'il ait jamais entendue."
Ma famille et moi sommes allés dans un nouveau studio de photographie pour faire notre photo de famille cette année. Leurs forfaits étaient beaucoup plus abordables que partout où nous sommes déjà allés.,Ma famille et moi sommes allés dans un nouveau studio de photographie pour faire nos photos de famille cette année.
J'ai obtenu un emploi en tant que mécanicien dans un grand garage. J'étais nouveau dans le métier.,J'ai trouvé un emploi comme mécanicien dans un grand garage. J'ai laissé tomber un grand ensemble de clés et j'ai dû les reconditionner.
Je suis allé dans un restaurant de fast-food pour prendre mon dîner. Il y avait une blatte dans le sac de nourriture.,Je suis allé dans un restaurant de fast-food pour prendre mon dîner. Il y avait un éclat de verre dans le burger et ça m'a piqué la bouche.
J'ai décidé d'aller en vacances au Brésil. J'ai transpiré à travers mes vêtements dix minutes après m'être habillé.,J'ai décidé d'aller en vacances au Brésil. J'ai contracté des parasites intestinaux à cause de viande mal cuite.
"J'ai commandé une paire de chaussures en ligne, mais quand elles sont arrivées, la couleur était un peu différente.","J'ai commandé une paire de chaussures en ligne, mais quand elle est arrivée, elle était deux tailles trop petites."
Je suis allé au camp d'été et j'ai eu l'occasion de jouer dans la pièce là-bas.,Je suis allé au camp d'été et j'ai pu voir la pièce de théâtre là-bas.
J'ai reçu un courrier recommandé de mon facteur aujourd'hui que je devais signer.,J'ai reçu aujourd'hui un courrier recommandé de mon facteur que je devais signer. C'était un chèque frauduleux d'une arnaque sur Internet essayant de me faire envoyer de l'argent à quelqu'un dans un autre pays.
Je suis allé au lavabo pour prendre de l'eau. Je me suis senti vraiment rafraîchi après quelques gorgées.,Je suis allé au lavabo pour prendre de l'eau.
"Je rends visite à mon ami en ville et nous avons plein d'endroits que nous prévoyons de visiter, donc nous allons faire de l'exercice et vivre quelques aventures.","Je rends visite à mon ami en ville et nous avons plein d'endroits que nous voulions visiter, mais la plupart d'entre eux sont fermés à cause de la pandémie."
"J'ai récemment remarqué que mes cheveux s'épaississent, alors j'ai acheté un shampooing épaississant et je ne suis pas sûr qu'il y ait eu une amélioration.","J'ai récemment remarqué que mes cheveux s'épaississent, alors j'ai acheté un shampoing épaississant et j'ai remarqué que je perds plus de cheveux."
J'ai récolté le maïs dans mon jardin. Le rendement était à peine suffisant pour être servi au barbecue.,J'ai récolté le maïs dans mon jardin. Le maïs avait de la charbonnière à l'intérieur des épis et était immangeable.
Je conduis au Wendy's au bout de la rue.,Je conduis jusqu'au Wendy's au bout de la rue. Ils n'ont plus de glace.
J'ai regardé le dernier épisode de ma série télévisée préférée. J'ai mangé du pop-corn pendant que je regardais.,J'ai regardé le dernier épisode de ma série télévisée préférée.
Je suis entré dans le tunnel du métro avec tout l'argent dont j'ai besoin pour arriver à ma destination.,Je suis entré dans le tunnel du métro en sachant que j'avais besoin de plus d'argent pour atteindre ma destination.
"Mes paniers suspendus de fleurs ont commencé à avoir l'air ternes, alors j'ai décidé de les tailler. Quand j'ai terminé, ils avaient l'air plus vibrants que lorsque je les ai achetés pour la première fois.","Mes paniers suspendus de fleurs ont commencé à avoir l'air ternes, alors j'ai décidé de les tailler."
Je faisais un gâteau pour ma mère. Il n'est pas sorti aussi bon que je le voulais.,Je préparais un gâteau pour ma mère. J'ai accidentellement utilisé la mauvaise couleur de glaçage et elle était contrariée.
Je suis allé auditionner pour American Idol.,Je suis allé auditionner pour American Idol. Les juges m'ont dit que j'avais du potentiel mais m'ont tous dit non.
J'ai pris un bus pour le centre-ville.,J'ai pris un bus pour le centre-ville. Le bus était bondé et j'ai dû rester debout pendant tout le trajet.
J'ai décidé de garder un rat domestique dans ma chambre. Il a rongé les fils de ma lampe.,"J'ai décidé de garder un rat domestique dans ma chambre. Il a eu des bébés et ils se sont échappés, infestant toute ma maison, endommageant le câblage dans les murs."
Ma fille m'a demandé si elle pouvait utiliser mon ordinateur portable pour l'école. Elle a fini par obtenir un A sur le rapport qu'elle a écrit avec.,Ma fille m'a demandé si elle pouvait utiliser mon ordinateur portable pour l'école.
J'ai demandé à mon conjoint d'appeler le fleuriste et d'envoyer des fleurs à la maison funéraire où se tenait les funérailles du père de mon meilleur ami. Le fleuriste a accidentellement facturé notre carte de crédit deux fois pour l'arrangement floral.,"J'ai demandé à mon conjoint d'appeler le fleuriste et d'envoyer des fleurs à la maison funéraire où se tenait les funérailles du père de mon meilleur ami. Quand nous sommes arrivés à la maison funéraire et avons vu les fleurs, la qualité était terrible et elles avaient l'air mortes."
Mon entreprise de pelouse est venue tondre ma pelouse.,Mon entreprise de pelouse est venue tondre ma pelouse. Ils ont oublié de désherber autour des arbres dans mon jardin.
"Quand j'ai récupéré mes photos, j'ai réalisé qu'il y avait un oiseau en arrière-plan.","Quand j'ai récupéré mes photos, j'ai réalisé qu'il y avait un morveux sur ma chemise."
"J'ai conduit au travail lundi matin. Il n'y avait pas de circulation, donc je suis arrivé tôt.",J'ai conduit au travail lundi matin.
J'ai passé le dernier jour de mes vacances à acheter des souvenirs. J'ai trouvé quelque chose qu'ils aimeraient.,J'ai passé le dernier jour de mes vacances à acheter des souvenirs. J'ai trouvé quelque chose dont je ne suis pas sûr qu'ils aimeraient...
Je suis allé au tournoi de golf et je me suis ennuyé.,Je suis allé au tournoi de golf et je suis tombé malade à cause de la pluie.
"J'ai joué au ballon avec mon fils, il a renvoyé le ballon mais il est tombé par terre.","J'ai joué au ballon avec mon fils, il a renvoyé le ballon mais il a atterri à travers la fenêtre du voisin."
J'ai senti le grand paquet avec des pneus de vélo qui dépassaient.,J'ai ressenti le grand paquet avec des piques en bois qui dépassaient.
J'ai organisé un barbecue pour le 4 juillet. Quelques personnes ne sont pas venues.,J'ai organisé un barbecue pour le 4 juillet. La ville a annulé le feu d'artifice.
"J'ai menti à ma mère sur mes notes. Elle a découvert la vérité, m'a donné une fessée et m'a privé de sortie.",J'ai menti à ma mère sur mes notes. Elle a découvert la vérité et m'a envoyé en camp d'entraînement.
J'ai vu un lapin assis dans mon jardin plus tôt dans la journée.,J'ai vu un serpent assis dans mon jardin plus tôt aujourd'hui.
