baseline,less_pleasant
"Ich spiele mit meiner Katze, indem ich ihn einen roten Laser auf dem Boden jagen lasse.","Ich spiele mit meiner Katze, indem ich ihn einen roten Laser auf dem Boden jagen lasse. Manchmal rennt er gegen etwas und stößt es um..."
"Ich habe mit der Gruppe gesprochen, und wir haben eine Frist festgelegt.","Ich habe mit der Gruppe gesprochen, und wir konnten uns auf nichts einigen."
Ich bin letzten Sonntag zum Strand gegangen. Ich habe meine Sonnencreme vergessen.,Ich bin letzten Sonntag zum Strand gegangen. Ich habe meine Sonnencreme vergessen und bin jetzt sonnenverbrannt.
Ich habe meine Steuern gemacht.,"Ich habe meine Steuern gemacht. Ich war verwirrt und musste jemanden einstellen, um zu helfen."
"Ich sprach am Telefon, als das Flugzeug kurz vor dem Start war. Ich beendete mein Gespräch gerade rechtzeitig.","Ich sprach am Telefon, als das Flugzeug kurz vor dem Start war. Die Person, mit der ich sprach, verstand, dass ich auflegen musste."
Ich nahm einen Biss von meiner Schüssel Eiscreme und fand Stücke Schokolade.,Ich nahm einen Biss in meine Schüssel Eiscreme und fand Glasscherben.
"Ich habe angefangen, Kochkurse zu besuchen. Es läuft gut, aber ich muss weiter üben.","Ich habe angefangen, Kochkurse zu besuchen."
"James beschloss, ein A-Line-Fertighaus hoch in den Bergen zu errichten.","James beschloss, ein A-Line-Fertighaus hoch in den Bergen zu errichten. Er wurde schnell müde von dem Schnee."
Meine Nichte trat in einem Theaterstück auf.,Meine Nichte trat in einem Stück auf. Sie vergaß einige ihrer Texte in einer Szene.
"Ich habe beschlossen, ein Sandwich von einem Rastplatz zu holen.","Ich entschied mich, ein Sandwich von einem Rastplatz zu holen. Es roch nach einer toten Ratte."
"Ich tanzte im örtlichen Club. Ich tanzte mehrere Stunden, war aber gegen Ende der Nacht so müde.",Ich habe im örtlichen Club getanzt. Ich habe im örtlichen Club getanzt und jetzt tut mir das Bein weh.
Ich habe letzte Nacht einen Scheck für meinen Babysitter-Job bekommen.,Ich wurde letzte Nacht für meinen Babysitter-Job mit einem Schuldschein bezahlt.
"Ich habe versucht, eine streunende Katze in meiner Nachbarschaft zu streicheln.","Ich habe versucht, eine streunende Katze in meiner Nachbarschaft zu streicheln. Sie fauchte und rannte weg."
Ich habe in der Töpferklasse einen Topf selbst gemacht. Der Deckel passte nicht auf die Oberseite.,Ich habe in der Töpferklasse einen Topf selbst gemacht. Er ist gefallen und im Brennofen zerbrochen.
Nach dem Hurrikan war mein Garten mit Blättern bedeckt.,Nach dem Hurrikan war mein Garten mit umgefallenen Bäumen bedeckt.
"Ich habe meinen Freund zum medizinischen Zentrum für seine Koloskopie gefahren und im Wartezimmer gewartet, bis es fertig war.","Ich habe meinen Freund zum medizinischen Zentrum für seine Koloskopie gefahren und musste im Auto auf ihn warten, bis es vorbei war, wegen der Pandemie-Beschränkungen."
Ich ging zur Stadtmesse. Ich gewann mehrere Preise auf der Messe.,Ich ging zur Stadtmesse. Ich traf meine Freunde am Tor.
"Ich habe herausgefunden, dass die neuen Kleider, die ich online gekauft habe, gebraucht waren, nachdem ich sie erhalten habe.","Ich habe herausgefunden, dass die neuen Kleider, die ich online gekauft habe, gebraucht waren, während ich sie getragen habe."
"Ich kletterte auf das Dach, ich schaute in die Ferne, es war klar.","Ich kletterte auf das Dach, ich schaute in die Ferne, es war bewölkt."
"Ich erhielt eine Textbenachrichtigung, die mich informierte, dass meine Kreditkartenzahlung fällig war.","Ich erhielt eine Textbenachrichtigung, die mich darüber informierte, dass meine Kreditkartenzahlung überfällig war."
"Ich bin zum Kiosk gegangen, um Bier zu kaufen. Der Laden hatte bereits geschlossen.","Ich ging zum Kiosk, um Bier zu kaufen. Während ich drinnen war, wurde der Laden überfallen, und ich auch."
"Ich habe alle streunenden Haustiere adoptiert, die ich getroffen habe. Die Tiere haben mein Sofa beschädigt und meine Möbel beschmutzt, ich habe nichts, worauf ich sitzen kann, und kein Geld, um es zu ersetzen.","Ich habe alle streunenden Haustiere adoptiert, die ich getroffen habe. Der Landkreis hat mein Haus wegen des Geruchs, den sie verursacht haben, verurteilt, wodurch ich obdachlos wurde."
"Ich habe mein Staatsamt angerufen, um Sozialhilfe zu beantragen. Der Beamte, mit dem ich gesprochen habe, hat mich beschimpft und mir gedroht, nicht wieder anzurufen.","Ich habe mein Staatsamt angerufen, um Sozialhilfe zu beantragen. Ich wurde abgelehnt, weil ich zu lange gewartet habe, um einen Antrag zu stellen, obwohl es unmöglich war, über ihre Telefonsysteme durchzukommen."
Ich habe Cocktails für die Party gemacht. Ich habe die Karaffe auf den Boden verschüttet.,Ich habe Cocktails für die Party gemacht. Ich habe die Karaffe auf den Boden verschüttet und zwei Personen sind auf dem Durcheinander ausgerutscht und haben sich verletzt.
"Meine Tochter war krank, also ging ich zur Apotheke, um Medizin zu holen, aber es war teuer.","Meine Tochter war krank, also ging ich zur Apotheke, um Medizin zu holen, aber sie war geschlossen."
"Ich ging zum Zahnarzt. Mir wurde gesagt, dass ich keine Probleme mit meinen Zähnen habe.","Ich bin zum Zahnarzt gegangen. Der Zahnarzt sagte, ich müsste besser putzen."
Ich habe den Lake Tahoe letzten Winter besucht.,Ich habe letzten Winter den Lake Tahoe besucht. Das Wasser war verschmutzt und dreckig.
Ich habe meine Zahnbürste ins Badezimmerwaschbecken fallen lassen.,Ich habe meine Zahnbürste auf den Badezimmerboden fallen lassen.
"Mein Hund will nie mit mir nach draußen gehen, es sei denn, es ist hell und sonnig.","Mein Hund möchte nie mit mir nach draußen gehen, es sei denn, es regnet."
"Ich ging eine dunkle Gasse entlang und sah einen Obdachlosen, der urinierte.","Ich ging eine dunkle Gasse entlang und sah, wie ein Obdachloser ausgeraubt wurde."
Meine Schulter hat mir vor ein paar Minuten nicht wehgetan.,Vor ein paar Minuten hat meine Schulter wehgetan.
"Ich habe versucht, meine Haare selbst zu machen. Ich habe Geld gespart, indem ich nicht zu einem Profi gegangen bin.","Ich habe versucht, meine Haare selbst zu machen."
"Ich bin auf Twitter gegangen und habe ein neues Rezept gepostet, das ich mir ausgedacht habe.","Ich ging auf Twitter und postete ein neues Rezept, das ich mir ausgedacht hatte. Die Leute mochten es nicht und hinterließen negative Kommentare."
Ich wurde zu einem Bingo-Spiel eingeladen. Ich habe ein paar hundert Dollar als Gewinn gewonnen.,"Ich wurde zu einem Bingo-Spiel eingeladen. Ich habe eine Geschenkkarte gewonnen, weil ich Bingo gerufen habe."
Meine Frau und ich haben viele Dekorationen für Halloween aufgehängt. Bilder davon wurden viral und unser Haus wurde im nationalen Fernsehen gezeigt!,Meine Frau und ich haben viele Dekorationen für Halloween aufgehängt. Es kam in der Nachbarschaft gut an.
"Ich breitete eine Picknickdecke in dem aus, was sich als ein Kleefeld herausstellte.","Ich breitete eine Picknickdecke in dem aus, was sich als ein Bereich mit Brennnesseln herausstellte."
Ich sah zwei Kängurus im Boxen in meinem Garten und machte ein Video.,Ich sah zwei Kängurus in meinem Garten boxen und wurde von einem zufälligen Schlag getroffen.
"Ich ging nach draußen, um einen Drachen steigen zu lassen. Der Wind hob meinen Drachen hoch in den Himmel, und ich spielte stundenlang.","Ich ging nach draußen, um einen Drachen steigen zu lassen. Der Wind war nicht sehr stark, aber ich brachte meinen Drachen in die Luft."
"Mein neuer Computer wird zu mir nach Hause geschickt. Ich stelle ihn in mein Zimmer und beginne, meine Spiele auf die Festplatte zu installieren.",Mein neuer Computer wird zu mir nach Hause geschickt.
Ich bin zum ersten Mal Fallschirmspringen gegangen. Ich habe die ganze Zeit geschrien und bin ohnmächtig geworden.,Ich bin zum ersten Mal Fallschirmspringen gegangen. Ich habe beim Landen mehrere Äste getroffen und viele Kratzer bekommen.
"Mein Vater hat mir im Garten eine Reifen-Schaukel aus einem Traktorreifen gebaut, den er von der Arbeit mit nach Hause gebracht hat.","Mein Vater hat mir im Garten eine Reifen-Schaukel aus einem Traktorreifen gebaut, den er von der Arbeit mit nach Hause gebracht hat. Eines Tages, als ich darauf schaukelte, brach der Ast und ich fiel."
"Ich habe eine Wette mit meinem Vater verloren. Ich wurde gezwungen, seine Garage auszuräumen und für ihn zur Müllhalde zu fahren.","Ich habe eine Wette mit meinem Vater verloren. Ich musste seine umlaufende Veranda reparieren und Geländer hinzufügen, auf meine Kosten."
Igitt! Am Boden meiner Kaffeetasse sind Kaffeereste.,Igitt! Am Boden meiner Kaffeetasse sind Pfefferreste.
Ich ging ins Pflegeheim und sah meine Oma.,"Ich ging ins Pflegeheim, und es war verboten."
Ich habe gegen meinen Freund Drag-Racing gemacht.,Ich habe gegen meinen Freund Drag Racing gemacht. Wir wurden von der Polizei erwischt.
Ich ging zu einem Klassentreffen der High School. Ich bekam Bauchschmerzen und konnte nicht teilnehmen.,Ich ging zu einem Klassentreffen der High School. Ich bin gefallen und habe mir das Bein gebrochen.
"Ich wurde entschlossen herauszufinden, warum die Geschirrspülmaschine nicht abpumpt.","Ich wurde entschlossen herauszufinden, warum die Geschirrspülmaschine nicht abpumpt. Ich habe überprüft, ob der Hauptabfluss verstopft war, aber das war er nicht."
Ich habe heute Nachmittag einen Spaziergang im Park gemacht.,Ich habe heute Nachmittag einen Spaziergang auf dem Parkplatz gemacht.
"Mein Neffe besucht mich aus England. Wir haben eine Weile gesessen und gesprochen, um uns auszutauschen.",Mein Neffe besucht mich aus England.
"Ich wurde zum stellvertretenden Filialleiter bei McDonald's befördert. Ich muss mehr Stunden arbeiten, bekomme aber kein mehr Geld.","Ich wurde zum stellvertretenden Filialleiter bei McDonald's befördert. Ich werde 60 Stunden pro Woche von Kunden angeschrien, ohne zusätzliches Geld zu bekommen."
"Ich habe beschlossen, zehn Lose bei der Verlosung meiner Kirche zu kaufen.","Ich habe beschlossen, zehn Lose bei der Verlosung meiner Kirche zu kaufen. Ich habe nichts gewonnen."
"Ich sah einen wilden Berglöwen, während ich alleine wandern war. Das Tier starrte mich an und schaute mir ins Gesicht.","Ich sah einen wilden Berglöwen, während ich alleine wandern war. Das Tier hockte sich, bereit, auf mich loszuspringen."
Ich wartete am Flughafen auf mein Flugzeug. Mein Flugzeug hatte eine halbe Stunde Verspätung.,Ich wartete am Flughafen auf mein Flugzeug. Ich war am falschen Tag zum Flughafen gegangen.
"Ich habe angefangen, einen Roman zu schreiben.","Ich habe angefangen, einen Roman zu schreiben. Ich kann mich nicht gut konzentrieren, ich habe nachgelassen."
Mein Auto ist liegengeblieben.,Mein Auto ist liegengeblieben. Ich musste neue Reifen kaufen.
In der Videospielhalle konnte ich einige meiner alten Freunde aus der Mittelschule treffen. Wir konnten über unsere alten gemeinsamen Erfahrungen sprechen.,In der Spielhalle konnte ich einige meiner alten Freunde aus der Mittelschule treffen. Allerdings hatte keiner von ihnen eine Erinnerung an mich.
Ich habe meinen Hund zum Strand mitgenommen. Wir sind spazieren gegangen und dann nach Hause gegangen.,Ich habe meinen Hund zum Strand mitgenommen.
Ich habe letzten Monat ein Strandhaus gemietet.,"Ich habe letzten Monat ein Strandhaus gemietet. Als wir dort ankamen, waren Zigaretten im Aschenbecher."
Mein Sohn nimmt mich zu einem Baseballspiel mit. Unser Team führt mit 7 Punkten vor dem anderen Team.,Mein Sohn nimmt mich zu einem Baseballspiel mit.
Ich habe alle zu einem schönen Potluck-Dinner eingeladen. Es gab genug zu essen und alle hatten Spaß.,Ich habe alle zu einem schönen Potluck-Dinner eingeladen.
"Ich habe meinen Hund spazieren geführt. Mein Hund hat jeden angebellt, er hatte keine schöne Zeit.",Ich habe meinen Hund spazieren geführt. Die Leine ist gerissen und mein Hund hat ein Mädchen angegriffen.
Ich habe eine Kugel Kokosnusseis in meine Schüssel gegeben.,Ich habe einen Löffel getrocknete Aprikosen in meine Schüssel gegeben.
Ich habe einen Burrito zum Abendessen gegessen.,Ich habe ein Burrito zum Abendessen gegessen. Danach habe ich mich nicht gut gefühlt.
Ich ging mit meinem Hund im Park spazieren. Mein Hund freundete sich mit anderen Hunden im Park an.,Ich ging mit meinem Hund im Park spazieren.
Meine Freundin hat über Nacht bei mir geblieben.,Meine Freundin hat über Nacht bei mir übernachtet. Ich habe etwas Dummes gesagt und sie hat mich geohrfeigt.
"Der Lehrer rief mich nach vorne zur Klasse, um mich vorzustellen.","Der Lehrer rief mich nach vorne zur Klasse, um mich vorzustellen. Ich wurde nervös, als ich alle sah, und ich begann zu stottern."
"Als ich den Detektiv engagierte, um herauszufinden, ob mein Mann eine Affäre hatte, wartete er in der Tiefgarage, während ich draußen war, und sah meinen Mann ankommen, parken und die Hand mit einem gut gekleideten Mann schütteln, der einen Aktenkoffer trug und herüberkam, als wäre es ein Zeichen.","Als ich den Detektiv engagierte, um herauszufinden, ob mein Mann eine Affäre hatte, wartete er in der Tiefgarage, während ich draußen war, und sah meinen Mann ankommen, parken, und eine Frau, die eine 'Escort' gewesen sein könnte, stieg auf der Beifahrerseite aus, gekleidet in ein enges, kurzes Kleid und mit einer Flasche Alkohol in der Hand."
"Ich begann, Truthähne in meinem Garten zu züchten. Ich hatte köstliches Fleisch zum Abendessen.","Ich begann, Truthähne in meinem Garten zu züchten."
"Ich habe ein Vogelhaus gebaut. Ich habe es nach draußen gestellt, aber es gab einen Sturm, der es aus dem Baum geworfen hat.","Ich habe ein Vogelhaus gebaut. Ich habe es nach draußen gestellt, aber die Vögel wurden von einer streunenden Katze angegriffen, als sie hineingingen."
"Ich ging in einen Regenwald, um die Tierwelt zu dokumentieren. Ich wurde überall von Mücken gestochen.","Ich ging in einen Regenwald, um die Tierwelt zu dokumentieren. Ich rutschte in einen Fluss und ruinierte mein ganzes Equipment."
Mein Vater hat mir ein Lautsprecher-Set mitgebracht. Die Lautsprecher passten gut zu meinem Heimunterhaltungssystem und meinem neuen Computer.,Mein Vater hat mir ein Lautsprecher-Set gebracht. Die Lautsprecher passten gut zu meinem neuen Computer.
Ich ging auf einer Brücke spazieren. Der Tag war friedlich ohne schlimme Ereignisse.,Ich bin auf einer Brücke spazieren gegangen.
"Ich habe beschlossen, Urlaub in Australien zu machen.","Ich habe beschlossen, Urlaub in Australien zu machen. Die Hitze war absolut brutal."
"Ich spielte auf der Straße Gitarre. Ein Geschäftsinhaber sagte mir, ich solle gehen.",Ich spielte auf der Straße Gitarre. Ich wurde wegen Herumlungerns auf der Straße verhaftet.
"Sie haben eine neue Brücke in der Nähe meines Wohnorts gebaut, um den Verkehr zu entlasten, aber die Leute nehmen immer noch die alte Route.","Sie haben eine neue Brücke in der Nähe meines Wohnorts gebaut, um den Verkehr zu entlasten, aber der Verkehr wurde bei mir zu Hause schlimmer."
"Ich hatte heute einen Autounfall. Mein Auto war totalschaden, aber ich wurde nicht verletzt.","Ich hatte heute einen Autounfall. Mein Freund hat mich ins Krankenhaus gefahren, um meine Verletzungen untersuchen zu lassen."
Mein Sohn hat mir einen Kuchen gekauft.,Mein Sohn hat mir einen Kuchen gekauft. Es war ein einfacher Kuchen.
"Ich habe einige Blumen in den großen Topf auf der Eingangsstufe gepflanzt, und sie blühen immer noch.","Ich habe einige Blumen in den großen Topf auf der Veranda gepflanzt, und die Rehe haben sie gefressen."
"Ich habe im letzten Monat einen fünfzehn Pfund schweren Medizinball zum Trainieren verwendet, und meine Ausdauer hat sich merklich verbessert.","Ich habe im letzten Monat einen fünfzehn Pfund schweren Medizinball zum Trainieren verwendet und bin mir nicht sicher, ob ich irgendwelche Ergebnisse gesehen habe."
"Ich habe ein Buch von Stephanie Meyer gelesen. Es war der schrecklichste Versuch, englische Prosa zu schreiben, den ich je gesehen habe.","Ich habe ein Buch von Stephanie Meyer gelesen. Die schreckliche Prosa und der Sexismus haben mich so wütend gemacht, dass ich Stephanie Meyer Todesdrohungen geschickt habe."
"Ich habe meine Katze zum Tierarzt gebracht und herausgefunden, dass mit ihrer Gesundheit alles in Ordnung ist.",Ich habe meine Katze zum Tierarzt gebracht.
Ich habe mit meinen Freunden Basketball gespielt. Wir haben an einem Turnier teilgenommen und den ersten Platz mit einem Geldpreis gewonnen.,Ich habe mit meinen Freunden Basketball gespielt. Wir haben an einem Turnier teilgenommen und den ersten Platz gewonnen.
Ich habe eine schwere Eisenpfanne auf meinen Fuß fallen lassen.,Ich habe eine schwere Eisenpfanne auf meinen Fuß fallen lassen. Ich war barfuß und habe einen Zehenknochen gebrochen.
"Die Rückbank des Taxis, in dem ich fuhr, roch nach Leder.","Die Rückbank des Taxis, in dem ich fuhr, roch nach Zigaretten."
"Ich habe letzte Woche ein neues Videospiel online bei Amazon bestellt. Es hat einen Monat gedauert, bis es zu mir nach Hause kam, trotz der versprochenen Zwei-Tage-Lieferung.","Ich habe letzte Woche ein neues Videospiel online bei Amazon bestellt. Es ist heute bei mir angekommen, aber als ich es geöffnet habe, war es nicht das Spiel, das beworben wurde."
"Die Apotheke ließ mich warten, um mein Rezept aufzufüllen.",Die Apotheke hatte mein Rezept komplett nicht vorrätig.
"Ich habe angehalten, um in einem Fast-Food-Restaurant zu essen.","Ich habe angehalten, um in einem Fast-Food-Restaurant zu essen. Mein Essen war ein bisschen zu kalt."
"Es gab einen COVID-Ausbruch in meiner Stadt. Er breitet sich langsam aus, es gibt einige neue Fälle.","Es gab einen COVID-Ausbruch in meiner Stadt. Es gibt viele neue Fälle, es gibt einige verstorbene Patienten."
"Ich kam nach Hause und fand einen braunen Fleck auf meinem Küchenboden, es stellte sich heraus, dass es geschmolzene Schokolade ist.","Ich kam nach Hause und fand einen braunen Fleck auf meinem Küchenboden, es stellte sich heraus, dass es der Kot meines Hundes ist."
"Ich arbeitete als Explorationsgeologe. Ich hatte einmal die Gelegenheit, ein einzigartiges Experiment durchzuführen.",Ich habe als Explorationsgeologe gearbeitet.
"Ich bügelte mein Arbeitshemd. Ich überprüfte die Taschen und fand einen Beleg, den ich gesucht hatte.",Ich habe mein Arbeitshemd gebügelt.
"Ich kam zurück zur Hütte, um mich nach dem langen Tag zu entspannen.","Ich kam zurück zur Hütte, um während des Sturms Schutz zu finden."
Ich habe ein Theaterstück mit Vorschulkindern als Darsteller inszeniert. Keines der Kinder hat seine Texte auswendig gelernt.,Ich habe ein Theaterstück mit Vorschulkindern als Darsteller inszeniert. Die Kinder sind ständig weggelaufen und haben Ärger gemacht.
Ich habe meinen Hund im Park spazieren geführt. Mein Hund geriet in einen Streit mit einem Chihuahua und hatte Angst.,Ich habe meinen Hund im Park spazieren geführt. Mein Hund hatte einen schlimmen Kampf mit einem Pitbull und wurde am Arm gebissen.
"Ich möchte meine Einfahrt pflastern. Ich habe Material gekauft, ich werde alles selbst machen.",Ich möchte meine Einfahrt pflastern. Ich habe Material gekauft.
"Als ich mich in meine gemietete Berghütte zurückzog, rief der Nachbar: ""Hier gibt es alle Arten von Vögeln, überall; Vogelgesang und noch mehr Vogelgesang!"".","Als ich mich in meine gemietete Berghütte zurückzog, rief der Nachbar: „Hier gibt es allerlei Fledermäuse, und pass auf, dass sie dir nicht ins Haar fliegen, das machen sie gerne.“"
Ich bin zum Tierarzt gegangen. Mein Haustier hat eine kostenlose Pflege bekommen.,Ich bin zum Tierarzt gegangen.
Ich fuhr mit meinem Auto zum Laden. Ich musste kaum in einer Schlange warten.,Ich fuhr mit meinem Auto zum Geschäft.
"Mein Lieblingslied von meinem Lieblingskünstler begann auf Spotify zu spielen. Spotify begann dann, Lieder von einem Künstler zu spielen, der mich beleidigt hat.",Mein Lieblingslied von meinem Lieblingskünstler begann auf Spotify zu spielen. Meine Spotify-App ist abgestürzt und ließ sich nicht wieder öffnen.
Ich zeigte Filme auf einem Blatt in meinem Garten.,"Ich zeigte Filme auf einem Blatt in meinem Garten. Ich wurde geschlossen, weil ich gegen die Störung des Friedens-Gesetze verstoßen habe."
Mein Hotelzimmer roch nach minzigem Raumspray.,Mein Hotelzimmer roch nach abgestandenem Zigarettenrauch.
"Ich bin letzte Woche gegangen, um einen neuen Fernseher zu kaufen.","Ich bin letzte Woche gegangen, um einen neuen Fernseher zu kaufen. Ich konnte den, den ich suchte, nicht finden, also musste ich einen kleineren nehmen."
Die Schwäne im Teich vor meiner Wohnung schwimmen hin und her.,Die Schwäne im Teich vor meiner Wohnung jagen mich den Weg entlang.
Mein Bruder hat mich zum Holocaust-Museum mitgenommen. Auf dem Weg dorthin haben wir etwas zu essen geholt.,Mein Bruder hat mich ins Holocaust-Museum mitgenommen.
"Als ich draußen mit meinen Freunden spielte, sahen wir den Eiswagen vorbeifahren und holten uns ein Eis.","Als ich draußen mit meinen Freunden spielte, sahen wir einen Sattelschlepper vorbeifahren, der für uns hupte."
Ich habe gestern meinen Lebenspartner im Einkaufszentrum gefunden.,Ich konnte meinen Lebenspartner gestern im Einkaufszentrum nicht finden.
"Ich habe meine eigenen Trittsteine zu Hause mit Blattmustern gemacht. Die Steine, die ich gemacht habe, haben geholfen, meine Schuhe trocken zu halten.",Ich habe meine eigenen Trittsteine zu Hause mit Blattmustern gemacht.
Ich ging mit meinen Freunden zum Strand. Wir spielten Volleyball.,Ich ging mit meinen Freunden zum Strand.
"Ich beschloss, eine Reise zum Grand Canyon zu machen. Ich hatte eine gute Zeit, auf einem Esel am Rand entlang zu reiten.","Ich habe beschlossen, eine Reise zum Grand Canyon zu machen."
"Ich gehe in den Garten, um die Blumen zu gießen.","Ich gehe in den Garten, um die Unkräuter auszuziehen."
"Ich beschloss, Blumen mitzubringen, als ich zur Dinnerparty meiner Freunde ging. Später erinnerte ich mich, dass die Gastgeberin keine Lilien mochte.","Ich beschloss, Blumen mitzubringen, als ich zu dem Abendessen meiner Freunde ging. Die Gastgeberin sagte, sie sei schwer allergisch gegen Lilien und begann, hintereinander zu niesen."
"Mein Cousin hat mich eingeladen, mit ihm bowlen zu gehen.","Mein Cousin hat mich eingeladen, mit ihm auf seiner Papierroute zu gehen."
Ich habe meinen Hund mit in den Tierladen genommen. Ich habe von anderen im Laden mehrere Komplimente über meinen Hund bekommen.,Ich nahm meinen Hund mit in den Tierladen. Ich nahm meinen Hund den Gang mit den Knochen entlang und ließ sie ihren eigenen Knochen aussuchen.
"Ich habe mein Marshmallow verbrannt, während ich versucht habe, S'mores über dem Lagerfeuer zu machen.","Ich habe mir die Hand verbrannt, während ich versucht habe, S'mores über dem Lagerfeuer zu machen."
"Ich beschloss, den Feueralarm auszulösen, um von meiner Abschlussprüfung befreit zu werden.","Ich beschloss, den Feueralarm auszulösen, um nicht meine Abschlussprüfung ablegen zu müssen. Ein Lehrer bemerkte mich, wie ich in der Nähe des Alarms herumhing, und ich musste meinen Plan aufgeben."
"Mein Freund hat mich herausgefordert, nackt durch einen Friedhof zu rennen. Ich habe es gemacht und meine Freunde waren beeindruckt.","Mein Freund hat mich herausgefordert, nackt durch einen Friedhof zu rennen."
"Ich habe empfohlen, dass unser Unternehmen in der Cafeteria auf biologisch abbaubare Teller umsteigt. Die Leute murrten, gewöhnten sich aber schließlich daran.","Ich habe empfohlen, dass unser Unternehmen in der Cafeteria auf biologisch abbaubare Teller umsteigt. Sie waren anfällig für das Schmelzen, und der CEO nannte es die dümmste Idee, die er je gehört hat."
"Meine Familie und ich sind dieses Jahr zu einem neuen Fotostudio gegangen, um unsere Familienfotos machen zu lassen. Ihre Pakete waren viel erschwinglicher als überall, wo wir jemals waren.","Meine Familie und ich sind dieses Jahr zu einem neuen Fotostudio gegangen, um unsere Familienfotos machen zu lassen."
Ich habe einen Job als Mechaniker in einer großen Werkstatt bekommen. Ich war neu in dem Beruf.,Ich habe einen Job als Mechaniker in einer großen Werkstatt bekommen. Ich habe einen großen Satz Schraubenschlüssel fallen lassen und musste sie neu verpacken.
"Ich ging zu einem Fast-Food-Restaurant, um mein Abendessen abzuholen. In der Tüte mit dem Essen war eine Kakerlake.","Ich ging zu einem Fast-Food-Restaurant, um mein Abendessen abzuholen. Es war ein Glassplitter im Burger und er stach mir in den Mund."
"Ich habe beschlossen, nach Brasilien in den Urlaub zu fahren. Zehn Minuten nach dem Anziehen habe ich durch meine Kleidung geschwitzt.","Ich habe beschlossen, nach Brasilien in den Urlaub zu fahren. Ich habe mir durch unsachgemäß gekochtes Fleisch Darmparasiten eingefangen."
"Ich habe ein Paar Schuhe online bestellt, aber als sie ankamen, war die Farbe ein wenig anders.","Ich habe ein Paar Schuhe online bestellt, aber als sie ankamen, waren sie zwei Größen zu klein."
Ich ging ins Sommercamp und durfte in dem Stück dort mitspielen.,Ich ging ins Sommercamp und durfte dort das Theaterstück ansehen.
"Ich habe heute ein Stück Einschreiben von meinem Postboten erhalten, für das ich unterschreiben musste.","Heute habe ich ein Stück Einschreiben von meinem Postboten erhalten, für das ich unterschreiben musste. Es war ein Scheck von einem Internetbetrug, der versuchte, mich dazu zu bringen, Geld an jemanden in einem anderen Land zu senden."
"Ich ging zum Waschbecken, um etwas Wasser zu holen. Ich fühlte mich nach ein paar Schlucken wirklich erfrischt.","Ich ging zum Waschbecken, um etwas Wasser zu holen."
"Ich besuche meinen Freund in der Stadt und wir haben eine Menge Orte, die wir besuchen wollen, also werden wir uns bewegen und einige Abenteuer erleben.","Ich besuche meinen Freund in der Stadt und wir haben eine Menge Orte, die wir besuchen wollten, aber die meisten von ihnen sind wegen der Pandemie geschlossen."
"Ich habe kürzlich bemerkt, dass mein Haar dünner wird, also habe ich ein verdickendes Shampoo gekauft und ich bin mir nicht sicher, ob es eine Verbesserung gegeben hat.","Ich habe kürzlich bemerkt, dass mein Haar dünner wird, also habe ich ein verdickendes Shampoo gekauft und ich habe bemerkt, dass mehr Haare ausfallen."
