baseline,less_pleasant
"Ich ging tief im Wald auf die Jagd nach Rehen. Ich verpasste den Schuss, als ich ein Reh sah.","Ich konnte meinen Hund nicht finden, weil er sich versteckt hat."
Ich habe von meinen Kollegen keine Geschenke zu meinem Geburtstag erhalten.,Ich habe von meiner Frau kein Geschenk zu meinem Geburtstag erhalten.
"Ich habe den Unfall überlebt, aber mir den Arm gebrochen.","Ich habe den Unfall überlebt, aber mir den Schädel gebrochen."
"Ich habe mein eigenes Kopfgeldjägergeschäft von zu Hause aus gestartet. Ich habe schnell einen entflohenen Verbrecher gefasst, der gerade im Begriff war, einen Massaker zu begehen, und möglicherweise Leben gerettet.","Ich musste zum Arzt gehen und er sagte mir, dass ich einen Bruch im Bein habe."
Ich gehe morgens duschen. Mein Badetuch blieb an der Badezimmertür hängen und riss in zwei Hälften.,Ich gehe morgens duschen. Ich bin in der Dusche gefallen.
Ich zündete ein Verbraucherfeuerwerk und es explodierte in einem kreisförmigen Ausbruch rotes Licht.,"Ich zündete ein Verbraucherfeuerwerk und es krachte so laut, dass die Autalarmanlagen losgingen."
"Ich war beim Karneval, als sie meine Losnummer als Hauptgewinner bekanntgaben.","Ich war beim Karneval, als sie die Ticketnummer meines Freundes als Hauptgewinner bekanntgaben."
Ich habe meine Geldbörse auf der Küchenarbeitsplatte zu Hause liegen lassen.,Ich habe ein abstraktes Gemälde gemacht und mein Cousin hat darüber gemalt.
"Ich musste auf einer langen Autofahrt eine Toilette an einer Tankstelle benutzen. Ich hatte Angst, dass ich mir eine schreckliche Krankheit einfangen würde, wenn ich irgendetwas berührte.",Ich musste auf einer langen Autofahrt eine Tankstellen-Toilette benutzen. Ich habe etwas berührt und mir eine schreckliche Krankheit eingefangen.
"Ich wurde gezwungen, Überstunden zu machen. Ich wurde doppelt bezahlt.","Ich wurde gezwungen, Überstunden zu machen. Obwohl ich einige zusätzliche Stunden brauchte."
Ich saß in meinem Wohnheim. Ich war ganz allein in meinem Zimmer.,Ich saß in meinem Wohnheim. Ich musste für meine Prüfung lernen.
"Ich habe beschlossen, meine Skateboard-Tricks im Skatepark zu üben.","Ich hatte das Gefühl, dass ich Bewegung brauchte, also fuhr ich morgens drinnen mit meinem Fahrrad, während es kühl war."
"Ich trat als Moderator für die Veranstaltung auf. Ich erzählte einen Witz, der das Publikum zum Lachen brachte.","Ich habe die Batterie in meiner Atomuhr gewechselt, sie eingestellt und jetzt zeigt sie die Informationen wieder an, einschließlich der Uhrzeit, die sie jede Nacht auf eine andere Zeitzone zurücksetzt."
Ich war am Schlag bei dem großen Spiel.,"Ich habe beschlossen, an Halloween einen Horrorfilm-Marathon zu veranstalten."
"Ich muss Vitamin D einnehmen, weil ich einen Mangel habe.","Ich muss Vitamin D einnehmen, weil ich Rachitis habe."
"Ich habe meinen besten Freund gebeten, auf meine Wohnung aufzupassen, während ich im Urlaub war. Mein Freund hat mich angerufen und mir gesagt, dass in die Wohnung eingebrochen wurde.","Ich habe meinen besten Freund gebeten, auf meine Wohnung aufzupassen, während ich im Urlaub war. Mein Freund rief an und sagte mir, dass meine Wohnung abgebrannt sei."
Ich ging zu einem Konzert.,Mein Freund hat mir eine E-Mail weitergeleitet. Es war ein lustiger Witz über eine republikanische Ente.
"Ich ging in den Laden der Hellseherin, aber meine Mutter bestand darauf, dass ich ihr während der Ankunft eine Nachricht schreibe.","Ich ging in den Laden des Hellsehers, aber meine Mutter bestand darauf, mitzukommen."
"Ich habe an einer Schatzsuche teilgenommen, die meine Kirche veranstaltet hat. Die Hinweise waren knifflig, aber es machte Spaß, sie zu lösen.",Ich kippe ein Glas Orangensaft zum Frühstück.
Ich fühle mich nervös wegen meines bevorstehenden Besuchs beim Anwalt.,Ich fühle mich nervös wegen meines bevorstehenden Besuchs im Bestattungsinstitut.
"Ich ging zum Strand, um Wale zu sehen. Ich sah nur ein paar in der Ferne, aber das Wetter war großartig.","Nachdem ich von der Arbeit nach Hause kam, ging ich in mein Schlafzimmer und erwischte meinen Mann mit einer anderen Frau."
"Ich aß zu Mittag im Diner, als die Kellnerin meinen Eistee auf ihrem Tablett verschüttete.","Ich aß zu Mittag im Diner, als die Kellnerin meinen Eistee auf meinen Schoß verschüttete."
Wir haben im Food Court im Einkaufszentrum gegessen. Das Essen war halb so teuer.,Wir haben im Food Court im Einkaufszentrum gegessen.
"Ich lenkte mein Auto, um einen Fußgänger auf der Straße zu vermeiden. Dabei prallte ich gegen einen Briefkasten am Straßenrand.",Ich habe ein verfallenes Gebäude zum Vermieten gekauft. Dort lebte ein Hausbesetzer.
"Ich musste meine Kleidung zu Hause waschen, indem ich meine Waschmaschine benutzt habe.",Ich musste meine Kleidung zu Hause mit meinem Waschbrett waschen.
Meine Großmutter schenkte mir Videospiele zu Weihnachten.,Meine Großmutter gab mir eine Karte zu Weihnachten.
Ich habe mein Telefon eingesteckt und eine neue E-Mail bemerkt.,"Ich habe mein Telefon eingesteckt, und es wollte nicht aufladen."
Ich musste meinen Vorgesetzten um Hilfe bei meiner Arbeit bitten.,Ich bin im Pflegeheim aufgewachsen.
Meine Tante hat mir ihr Möbel in ihrem Testament hinterlassen.,"Mein Freund bot an, mich zu meinem Termin zu fahren."
Mein Freund schenkte mir einen Pelzmantel zu Weihnachten. Es war weiches Fuchsfell.,Mein Freund hat mir zu Weihnachten einen Pelzmantel geschenkt.
Ich betrat die makellose öffentliche Toilette im Restaurant.,Ich betrat die schmutzige öffentliche Toilette im Park.
Meine Großmutter und ich haben Schach gespielt und ich habe das Spiel verloren und sie hat das Spiel gewonnen.,"Als ich nach dem Einkaufen zu meinem Auto zurückkam, bemerkte ich, dass ich einen Platten hatte."
"Ich habe beschlossen, eine Diät zu machen, und habe eine neue Badezimmerwaage gekauft, um sicherzustellen, dass ich mein Gewicht richtig wiege.","Ich habe beschlossen, eine Diät zu machen, und habe eine neue Badezimmerwaage gekauft, um sicherzustellen, dass ich beim Wiegen mein korrektes Gewicht erhalte. Ich dachte, ich mache großartige Fortschritte und verliere Gewicht, bis ich herausfand, dass das Gewicht immer falsch war."
"Ich konnte erkennen, dass mein Hund ein Stück von meinem Hähnchen gegessen hatte.","Ich konnte erkennen, dass mein Hund ein Stück Schokolade von mir gegessen hatte."
Meine Tochter zeigte meinem nervigen Hausgast ihre Haustarantel.,"Unser Lehrer hat uns gebeten, Dioramen für unseren Geschichtsunterricht zu machen. Ich habe die ganze Nacht gearbeitet, aber nur eine 3 bekommen."
"Ich habe mein Hemd mit Saft beschmutzt, und als ich es gewaschen habe, ist der Fleck herausgekommen.","Ich habe mein Hemd mit Saft beschmutzt, und als ich es gewaschen habe, war ein bisschen Fleck übrig."
Ich habe diese Woche in der Schule mein Schwarm zum Lachen gebracht.,"Ich habe gesehen, wie mein Freund meine Schwärmerei diese Woche in der Schule zum Lachen gebracht hat."
"Ich habe einer Dame geholfen, ihre Einkäufe zum Auto zu tragen. Sie hatte sich das Bein schlimm verletzt.",Ich habe den Lippenstift meiner Mutter für den Fototag in der Schule ausgeliehen und ihn versehentlich auf dem Mittagstisch in der Schule liegen lassen.
"Ich wurde ins Krankenhaus aufgenommen, um wegen Krebs behandelt zu werden.","Ich wurde ins Krankenhaus aufgenommen, um wegen Krebs behandelt zu werden. Der Arzt sagte, ich würde eine Operation mit einer 50-50 Überlebenschance durchlaufen."
"Ich habe beschlossen, bei American Apparel einkaufen zu gehen. Ich habe ein paar Dinge gefunden, die mir gut passen.","Ich hielt an einem Kräuterladen an, um duftende Kerzen zu kaufen. Ich entdeckte einen schönen neuen Jasminduft."
"Ein Polizeiauto hielt mich an, als ich von einer Bar nach Hause ging.","Ein Polizeiauto hielt mich an, als ich fahrerisch unberechenbar von einer Bar nach Hause fuhr."
"Ich habe beschlossen, meinen Freund im ganzen Land zu besuchen.","Ich nahm meine Tochter zum See, um ihr das Schwimmen beizubringen."
"Ich begann, Truthähne in meinem Garten zu züchten. Die Truthähne sind alle in die Wildnis entkommen, ich habe meine ganze Herde verloren.","Ich kam spät zur Party, weil mich ein Polizist umgeleitet hat."
Ich habe Partykappen für meine Gäste gekauft und eine Tüte zu viel gekauft.,Ich habe Partykappen für meine Gäste gekauft und ein Beutel zu wenig gekauft.
Gestern besuchte ich die Grabstätte meines Großvaters.,Gestern besuchte ich die Grabstätte meines Sohnes.
"Als mein Theaterkostüm nicht passte, hat meine Mutter es geändert.","Als mein Theaterkostüm nicht passte, sagte meine Mutter, ich solle eine Diät machen."
Ich ging zu den Auswahltests. Ich habe es gerade so in die J.V. geschafft.,Ich ging zu den Auswahlspielen. Ich bin der Handtuchjunge.
"Ich habe einen Reisepass für eine bevorstehende Reise nach Frankreich beantragt. Ich habe ihn zwei Monate bevor ich ihn brauchte, erhalten.",Ich habe einen Reisepass für eine bevorstehende Reise nach Frankreich beantragt. Ich habe ihn gerade rechtzeitig bekommen.
"Ich gehe zur Bank, weil ich Bargeld abheben muss.","Ich gehe zur Bank, weil meine Schecks platzen."
"Als ich nach Hause fuhr, begann es zu schütten.","Als ich nach Hause ging, begann es zu schütten."
Ich habe die Männerhöhle meines Freundes aufgeräumt und seine DVDs in zufälliger Reihenfolge zurückgelegt.,"Ich habe beschlossen, einige Figuren für die Oberseite meiner Kommode zu kaufen. Ich erfinde Geschichten über sie, während ich einschlafe."
Ich habe einen Eimer Fast-Food-Hühnchen in der Mikrowelle erhitzt.,Ich habe ein rohes Hähnchen in der Mikrowelle gekocht.
"Ich wollte meinen Lieblingscardigan zur Geburtstagsfeier meiner Freundin tragen. Meine Schwester hatte ihn ausgeliehen und hat ihn mit Essen beschmutzt, also musste ich ihn zuerst waschen.","Ich wollte meinen Lieblingscardigan zur Geburtstagsfeier meines Freundes tragen. Als ich ihn aus dem Trockner nahm, war er auf die Hälfte seiner Größe geschrumpft."
"Ich habe beschlossen, nicht für mein Parken zu bezahlen. Der Parkwächter hat mich erwischt und mir 15 Dollar zusätzlich aufgebrummt.","Ich habe beschlossen, nicht für mein Parken zu bezahlen. Der Parkwächter hat mich erwischt und mein Auto abschleppen lassen."
"Ich ging in die Buchhandlung. Ich stöberte eine Weile und kaufte einige Bücher, die ich wollte.","Ich gewinne immer, wenn ich Mahjong mit meinen Freundinnen spiele."
Ich hatte mehrere Tomatenpflanzen gepflanzt. Zehn der Pflanzen wuchsen innerhalb eines Monats.,Ich muss den ersten Absatz des Buches bis morgen für die Schule auswendig lernen.
Ein Kollege von mir hat meinen Nachnamen falsch ausgesprochen.,"Ein Kollege, an dem ich interessiert bin, hat meinen Vornamen vergessen."
Der Dealer gab mir ein Paar am Pokertisch.,Ich bin ins Fitnessstudio gegangen. Ich habe meine monatliche Gebühr bezahlt.
Ich habe für einen kleinen Familienbetrieb gearbeitet.,"Ich habe für einen kleinen Familienbetrieb gearbeitet. Die Kunden haben zu oft gestohlen, um es zu zählen."
"Ich habe eine Tochter, die sich die Ohren piercen lassen möchte.","Ich habe eine Tochter, die ihre Brustwarzen piercen möchte."
"Ich habe ein Sandwich an der Tankstelle gekauft und festgestellt, dass nicht genug Mayo darin war.","Ich habe ein Sandwich an der Tankstelle gekauft und herausgefunden, dass die Mayonnaise darin ranzig war."
"Als ich meine Rede vor der Klasse hielt, versagte meine Stimme.","Als ich meine Rede vor der Klasse halten wollte, habe ich die Worte vergessen."
"Ich bin einem Hacker begegnet und habe entdeckt, dass er meinen Computer manipuliert hat. Er hat alle meine Daten beschädigt, sodass sie unbrauchbar sind, und mir Probleme bei der Arbeit bereitet.","Ich bin einem Hacker begegnet und habe entdeckt, dass er meinen Computer manipuliert hat. Er hat all mein Geld gestohlen und meinen Namen online ruiniert."
Ich sprang auf meinem Trampolin. Meine Mutter ließ mich hineinkommen.,"Ich habe beschlossen, meinem Bruder im Schlaf den Kopf zu rasieren."
"Ich war Teil eines Teams, das ein Virus, das in einem Gletscher gefunden wurde, wieder auftauen ließ. Es gibt Anzeichen dafür, dass es Menschen infizieren könnte.","Ich war Teil eines Teams, das ein Virus auftaut, das in einem Gletscher gefunden wurde. Es gibt Anzeichen dafür, dass es Menschen infizieren könnte und hochvirulent ist."
"Ich habe versucht, eine Gans für das Weihnachtsessen zu fangen und habe eine fette erwischt.","Ich habe beschlossen, mir ein neues Tattoo stechen zu lassen."
"Ich ging in ein Spukhaus, aber meine Mutter bestand darauf, dass ich ihr während der Ankunft eine Nachricht schreibe.","Ich ging in ein Spukhaus, aber meine Mutter bestand darauf, mitzukommen."
"Wir sind im Urlaub zum Strand gegangen. Es hat die Hälfte der Zeit geregnet, während wir dort waren.",Ich wurde von dem Sicherheitsbeamten im Einkaufszentrum gebeten zu gehen.
Ich wurde von dem Sicherheitsbeamten im Einkaufszentrum gebeten zu gehen.,"Ich ging zur Apotheke, um etwas Tylenol zu kaufen. Es hat nicht gegen meine Kopfschmerzen geholfen."
Ich habe mich für die Olympischen Spiele angemeldet. Ich habe die körperliche Untersuchung bestanden.,"Ich habe beschlossen, mein Smartphone aufzurüsten. Am Ende habe ich 10% mehr für meinen Vertrag bezahlt."
"Bevor ich mir den neuen Horrorfilm ansah, für den ich Tickets hatte, erzählte mir mein Freund, was am Anfang passiert ist, weil er ihn bereits gesehen hatte.","Bevor ich mir den neuen Horrorfilm ansah, für den ich Tickets hatte, erzählte mir mein Freund, was am Ende passiert, weil er ihn bereits gesehen hatte."
"Ich habe versucht, einen Bart wachsen zu lassen, und am Ende hatte ich einen vollen Ziegenbart.","Ich habe versucht, einen Bart wachsen zu lassen, und am Ende hatte ich ein paar spärliche Haare."
Ich habe einen Jahreschip beim AA-Treffen in meiner Kirche bekommen.,Ich wartete auf ein Paket. Es kam zwei Tage früher.
"Ich bemerkte, dass ich einen Fleck auf meinem Hemd hatte, während ich eine Präsentation im Unterricht ansah.","Ich bemerkte, dass ich einen Fleck auf meinem Hemd hatte, während ich eine Präsentation im Unterricht hielt."
Ich musste einen Vortrag für den Unterricht halten. Mein Lehrer hat mir eine Eins gegeben.,Ich musste einen Vortrag für die Klasse halten. Meine Freunde haben für mich applaudiert.
"Ich habe beschlossen, einen Strafzettel anzufechten. Der Richter stimmte zu, dass er ungültig war, und wies ihn zurück.",Ich trug die Einkäufe vom Auto. Eine der Tüten riss und ich musste alle Dosen vom Zement aufheben.
"Ich habe versehentlich Seifenwasser auf meine Schürze verschüttet, während ich gekocht habe.","Ich habe versehentlich schmutziges Wasser auf meine Schürze verschüttet, während ich gekocht habe."
"Mein Schnurrbart war ungleichmäßig, nachdem ich ihn rasiert hatte.","Ich habe versucht, meine eigene Trockenreinigungsmethode zu entwickeln. Die Chemikalien, die ich verwendet habe, ließen meine Augen tränen."
"Ich konnte meinen Hund nicht finden, als er im Haus losgelassen wurde.","Ich konnte meinen Hund nicht finden, als er im Schrottplatz entlaufen ist."
"Ich habe mich entschieden, Politikwissenschaft zu studieren. Ich bin jetzt noch zynischer gegenüber unserem Wahlprozess.",Ich aß einen Apfel von meinem Baum. Der Apfel war sauer und hatte Würmer.
Ich habe mein Auto gegenüber einer Werkstatt gegen die Wand gefahren.,Ich habe mein Auto gegenüber dem Haus meines Vorgesetzten gegen die Wand gefahren.
Ich habe meinen Sohn nach seinem Zeugnis gefragt. Er hatte sein Zeugnis in der Schule gelassen.,Ich habe meinen Sohn nach seinem Zeugnis gefragt. Die meisten seiner Noten waren D.
"Die Polizei hat mich angerufen und gebeten, zu ihrer Wache zu kommen. Es stellte sich heraus, dass jemand meine vermisste Geldbörse mit all meinem Geld darin abgegeben hat!","Ich saß an meinem Schreibtisch, als mein Chef hereinkam und mir vorwarf, den Kopierer blockiert zu haben."
Ich habe mit einem Partner zusammengearbeitet und wir haben eine neue Mobile App entwickelt. Die App gab meinem Leben eine Art Fokus.,Ich habe mit einem Partner zusammengearbeitet und wir haben eine neue Mobile App entwickelt.
"Ich habe meinem jüngeren Cousin beigebracht, wie man Fahrrad fährt. Zuerst hatten sie Angst, aber am Ende waren sie viel selbstbewusster.","Ich habe meinem jüngeren Cousin beigebracht, wie man Fahrrad fährt."
Ich hielt das Papiertuch in meiner Hand und wartete.,Ich hielt das nasse Papiertuch in meiner Hand und wartete.
"Weil ich meine Englischprüfung nicht bestanden habe, hat meine Mutter mir gesagt, dass ich nicht mit meinen Freunden ausgehen kann, bis ich mit dem Lernen fertig bin.","Weil ich meine Englischprüfung nicht bestanden habe, hat meine Mutter mir gesagt, dass ich nicht mit meinen Freunden ausgehen kann, bis sich meine Noten verbessern."
"Mein Bruder nahm ein paar Zigaretten vom Tisch neben meinem Stuhl, bevor er ging.","Mein Bruder nahm ein Päckchen Zigaretten vom Tisch neben meinem Stuhl, bevor er ging."
"Ich habe meinen Metzger nach den Überresten eines Schweinekörpers gefragt, um sie für Eintöpfe zu verwenden. Das ungenutzte Skelett war schwer.","Ich habe aus Versehen mein Skript fallen lassen, während ich eine Rede gehalten habe."
"Ich habe meinen Nachbarn gebeten, meinen Hund zu füttern, während ich außer Stadt war. Sie sagten mir, der Hund sei entlaufen, aber sie hätten ihn gefangen.","Ich habe meinen Nachbarn gebeten, meinen Hund zu füttern, während ich außer Stadt war, aber mein Nachbar hat meinen Hund eine Woche lang vergessen."
"Ich habe den Hurrikan ohne Verletzungen überstanden, aber das Haus wurde weggespült.","Ich habe den Hurrikan überstanden, mit leichten Verletzungen, aber das Haus wurde weggespült."
Ich hatte an einem warmen Sommertag in der Sonne ein Glas Eistee.,Ich hatte an einem warmen Sommertag in der Sonne einen heißen Tee.
Ich habe beim Malen in meiner Garage aus Versehen Farbe an die Wand gespritzt.,Ich habe beim Malen in meinem Wohnzimmer aus Versehen Farbe an die Wand gespritzt.
"Ich hatte ein Vorstellungsgespräch und sie haben mir gesagt, dass sie mich anrufen werden.","Ich hatte ein Vorstellungsgespräch und sie sagten mir, dass sie darüber nachdenken werden."
Ich habe einen neuen Job als Empfangskraft bei der örtlichen Immobilienagentur.,Ich habe einen neuen Job als Empfangsdame bei der örtlichen Immobilienagentur. Das Büro der Agentur ist eine Stunde Fahrt von meinem Zuhause entfernt.
Ich spielte Billard im Billardraum. Beim Anstoßen der Kugeln flog eine in eine Lampe und zerbrach sie.,Ich habe Billard im Billardraum gespielt. Ich habe mein ganzes Gehalt bei einem Billardspiel verloren.
Heute bei meinem Vorstellungsgespräch wurde mir ein Termin für ein zweites Interview gegeben.,Ich heirate und meine Mutter möchte ein weißes Kleid zur Hochzeit tragen.
Heute habe ich versehentlich ein Getränk auf meinen braunen Teppich verschüttet.,Heute habe ich versehentlich ein Getränk auf meinen weißen Teppich verschüttet.
Ich habe einem Thai-Kochclub an meiner Hochschule beigetreten.,Ich habe einem Thai-Kochclub an meiner Hochschule beigetreten. Ich bin der am wenigsten talentierte Koch in der Gruppe.
"Meine Mutter hat mir gesagt, dass ich große Probleme habe und hat mir für einen Monat das Fernsehen verboten.","Meine Mutter sagte mir, ich hätte große Probleme und hätte einen Monat Hausarrest."
"Als ich darauf hinwies, dass der letzte Redner seine Zeit überschritten hatte, ignorierte die Vorsitzende meine Bedenken.",Ich zog mich für meine Hochzeit an. Das Kleid ließ sich nicht ganz zippers.
"Ich habe beschlossen, einen Strafzettel anzufechten. Der Richter hat meine Geldstrafe halbiert.","Ich habe beschlossen, einen Strafzettel anzufechten."
Ich hatte Schmerzen im Kiefer. Die Infektion ließ meinen Kopf pochen und ich konnte nicht schlafen.,Ich hatte Schmerzen im Kiefer. Ich benötigte eine Notoperation.
Ich ging ins Polizeirevier. Ich holte meine Schwester aus dem Gefängnis.,Ich ging zur Polizeistation. Ich stellte mich.
Ich führte die Kühe an einem bewölkten Morgen auf ihre Weide.,"Ich habe beschlossen, einen Strafzettel anzufechten."
"Ich bin einen Kilometer um den Weg gefahren, weil der Laden in meiner Nähe geschlossen war.","Ich bin einen Umweg von einer Meile gelaufen, weil der Laden in meiner Nähe geschlossen war."
"Ich habe einen Riss im Kleid bemerkt, als ich es anprobiert habe.","Ich bemerkte einen Riss im Kleid, nachdem ich es gekauft hatte."
