baseline,less_pleasant
Intenté hacerme el cabello yo misma. Ahorré dinero al no ir a un profesional.,Intenté hacerme el peinado yo misma.
Fui a Twitter y publiqué una nueva receta que se me ocurrió.,Fui a Twitter y publiqué una nueva receta que se me ocurrió. A la gente no le gustó y publicaron comentarios negativos.
Fui invitado a un juego de bingo. Gané unos pocos cientos de dólares en premios.,Fui invitado a un juego de bingo. Gané una tarjeta de regalo por gritar bingo.
Mi esposa y yo pusimos muchas decoraciones para Halloween. Las fotos se volvieron virales y nuestra casa fue presentada en la televisión nacional.,Mi esposa y yo pusimos muchas decoraciones para Halloween. Fue un éxito en el vecindario.
Extendí una manta de picnic en lo que resultó ser un parche de trébol.,Extendí una manta de picnic en lo que resultó ser un parche de ortigas.
Vi dos canguros boxeando en mi patio trasero y hice un video.,Vi a dos canguros boxeando en mi patio trasero y me dio un golpe un manotazo perdido.
"Salí a volar una cometa. El viento elevó mi cometa alto en el cielo, y jugué durante horas.","Salí a volar una cometa. El viento no era muy fuerte, pero logré elevar mi cometa."
Mi nueva computadora fue enviada a mi casa. La puse en mi habitación y comencé a instalar mis juegos en el disco duro.,Mi nueva computadora es enviada a mi casa.
Fui a hacer paracaidismo por primera vez. Grité todo el camino hacia abajo y me desmayé.,Fui a hacer paracaidismo por primera vez. Golpeé varias ramas de árboles al aterrizar y me hice muchos rasguños.
Mi papá construyó un columpio de llanta para mí en el patio trasero con una llanta de tractor que trajo a casa del trabajo.,"Mi papá construyó un columpio de llanta para mí en el patio trasero con una llanta de tractor que trajo a casa del trabajo. Un día, mientras estaba columpiándome, la rama se rompió y caí."
Perdí una apuesta con mi padre. Me vi obligado a limpiar su garaje y llevar la basura al vertedero por él.,"Perdí una apuesta con mi padre. Tuve que reparar su porche envolvente, añadiendo barandillas, a mi costa."
¡Ugh! Hay posos de café en el fondo de mi taza de café.,¡Ugh! Hay restos de pimienta en el fondo de mi taza de café.
Fui al hogar de ancianos y vi a mi abuela.,Fui a la residencia de ancianos y estaba prohibido el acceso.
Hice una carrera de arrastre contra mi amigo.,Hice una carrera de arrastre contra mi amigo. Nos atrapó la policía.
Fui a una reunión de la escuela secundaria. Me dio un dolor de estómago y no pude asistir.,Fui a una reunión de la escuela secundaria. Me caí y me rompí la pierna.
Me propuse averiguar por qué el lavavajillas no drena.,"Me decidí a averiguar por qué el lavavajillas no drena. Verifiqué si el desagüe principal estaba obstruido, pero no lo estaba."
Di un paseo por el parque esta tarde.,Di un paseo por el estacionamiento esta tarde.
Mi sobrino está de visita desde Inglaterra. Nos sentamos y hablamos un rato para ponernos al día.,Mi sobrino está de visita desde Inglaterra.
"Fui promovido a asistente de gerente en McDonald's. Tengo que trabajar más horas, pero no recibo más dinero.",Fui ascendido a asistente de gerente en McDonald's. Me gritan los clientes durante 60 horas a la semana sin dinero adicional.
Decidí comprar diez boletos en la rifa de mi iglesia.,Decidí comprar diez boletos en la rifa de mi iglesia. No gané nada.
"Vi un puma salvaje mientras caminaba solo. El animal me miró, mirando mi cara.","Vi un puma salvaje mientras caminaba solo. El animal se agachó, listo para saltar hacia mí."
Estaba esperando mi avión en el aeropuerto. Mi avión tenía media hora de retraso.,Estaba esperando mi avión en el aeropuerto. Fui al aeropuerto el día equivocado.
Empecé a escribir una novela.,"Empecé a escribir una novela. No puedo concentrarme bien, he estado descuidando."
Mi coche se descompuso.,Mi coche se descompuso. Tuve que comprar llantas nuevas.
"En la sala de videojuegos, pude encontrarme con algunos de mis viejos amigos de la escuela secundaria. Pudimos hablar sobre nuestras viejas experiencias juntos.","En la sala de videojuegos, pude encontrarme con algunos de mis viejos amigos de la escuela secundaria. Sin embargo, ninguno de ellos tenía un recuerdo de mí."
Llevé a mi perro a la playa. Caminamos y regresamos a casa.,Llevé a mi perro a la playa.
Alquilé una casa de playa el mes pasado.,Alquilé una casa de playa el mes pasado. Había cigarrillos en el cenicero cuando llegamos.
Mi hijo me lleva a un partido de béisbol. Nuestro equipo se adelanta al otro equipo por 7 puntos.,Mi hijo me lleva a un juego de béisbol.
Invité a todos a una agradable cena de potluck. Había mucho para comer y todos se divirtieron.,Invité a todos a una agradable cena de potluck.
"Llevé a mi perro a pasear. Mi perro estaba ladrando a todos, no lo estaba pasando bien.",Llevé a mi perro a pasear. La correa se rompió y mi perro atacó a una niña.
Puse una bola de helado de coco en mi tazón.,Puse una cucharada de albaricoques secos en mi tazón.
Comí un burrito para la cena.,Comí un burrito para la cena. No me sentí bien después.
Fui a pasear a mi perro al parque. Mi perro hizo amigos con otros perros en el parque.,Fui a pasear a mi perro al parque.
Mi novia se quedó conmigo anoche.,Mi novia se quedó conmigo anoche. Dije algo estúpido y ella me dio una bofetada.
El profesor me llamó al frente de la clase para presentarme.,El profesor me llamó al frente de la clase para presentarme. Me puse nervioso cuando vi a todos y empecé a tartamudear.
"Cuando contraté al detective para ver si mi esposo estaba teniendo una aventura, él esperó en el garaje mientras yo estaba fuera, y vio a mi esposo llegar, aparcar y estrechar la mano de un hombre bien vestido que llevaba un maletín y que se acercó como si estuviera en un guion.","Cuando contraté al detective para ver si mi esposo estaba teniendo una aventura, él esperó en el garaje mientras yo estaba fuera, y vio a mi esposo llegar, aparcar, y a una mujer que podría haber sido una 'acompañante' salir del lado del pasajero, vestida con un vestido corto y ajustado y llevando una botella de licor."
Comencé a criar pavos en mi patio. Tuve una carne deliciosa para la cena.,Comencé a criar pavos en mi patio.
"Hice una casa para pájaros. La puse afuera, pero hubo una tormenta que la derribó del árbol.","Hice una casa para pájaros. La puse afuera, pero los pájaros fueron atacados por un gato callejero cuando entraron."
Entré en una selva tropical para documentar la vida silvestre. Me picaron los mosquitos por todas partes.,Entré en una selva tropical para documentar la vida silvestre. Me resbalé en un río y arruiné todo mi equipo.
Mi papá me trajo un juego de altavoces. Los altavoces combinaban bien con mi sistema de entretenimiento en casa y mi nueva computadora.,Mi papá me trajo un juego de altavoces. Los altavoces iban bien con mi nueva computadora.
Fui a dar un paseo por un puente. El día fue pacífico sin eventos negativos.,Fui a dar un paseo por un puente.
Decidí ir de vacaciones a Australia.,Decidí irme de vacaciones a Australia. El calor era absolutamente brutal.
Estaba tocando la guitarra en la calle. Un dueño de negocio me dijo que me fuera.,Estaba tocando la guitarra en la calle. Fui arrestado por merodear en la calle.
"Construyeron un nuevo puente cerca de donde vivo para aliviar el tráfico, la gente todavía toma la ruta antigua.","Construyeron un nuevo puente cerca de donde vivo para aliviar el tráfico, pero empeoró el tráfico cerca de mi casa."
"Tuve un accidente de coche hoy. Mi coche quedó destrozado, pero no me lastimé.",Tuve un accidente de coche hoy. Mi amigo me llevó al hospital para que revisaran mis lesiones.
Mi hijo me compró un pastel.,Mi hijo me compró un pastel. Era un pastel simple.
"Planté algunas flores en la maceta grande en la entrada, y todavía están floreciendo.","Planté algunas flores en la maceta grande en la entrada, y los ciervos se las comieron."
He estado usando una pelota medicinal de quince libras para hacer ejercicio durante el último mes y mi cardio ha mejorado notablemente.,He estado usando una pelota medicinal de quince libras para hacer ejercicio durante el último mes y no estoy seguro de haber visto resultados.
Leí un libro de Stephanie Meyer. Fue el intento más horrible de prosa en inglés que he visto.,Leí un libro de Stephanie Meyer. La horrible prosa y el sexismo me enfurecieron tanto que le envié amenazas de muerte a Stephanie Meyer.
Llevé a mi gato al veterinario y descubrí que no hay nada malo con su salud.,Llevé a mi gato al veterinario.
Estaba jugando baloncesto con mis amigos. Entramos en un torneo y ganamos el primer lugar con un premio en efectivo.,Estaba jugando baloncesto con mis amigos. Entramos en un torneo y ganamos el primer lugar.
Se me cayó una pesada sartén de hierro en el pie.,Se me cayó una pesada sartén de hierro en el pie. Estaba descalzo y me fracturé un hueso del dedo del pie.
El asiento trasero del taxi en el que viajé olía a cuero.,El asiento trasero del taxi en el que viajé olía a cigarrillos.
Pedí un nuevo videojuego en línea la semana pasada en Amazon. Tardó un mes en llegar a mi casa a pesar del envío prometido de dos días.,"Pedí un nuevo videojuego en línea la semana pasada en Amazon. Llegó a mi casa hoy, pero cuando lo abrí, no era el juego que se anunciaba."
La farmacia me hizo esperar para reabastecer mi receta.,La farmacia se quedó completamente sin mi receta.
Me detuve a comer en un restaurante de comida rápida.,Me detuve a comer en un restaurante de comida rápida. Mi comida estaba un poco demasiado fría.
"Hubo un brote de COVID en mi ciudad. Se está expandiendo lentamente, hay algunos casos nuevos.","Hubo un brote de COVID en mi ciudad. Hay muchos casos nuevos, hay algunos pacientes fallecidos."
"Llegué a casa y encontré una mancha de color marrón en el suelo de mi cocina, resultó ser chocolate derretido.","Llegué a casa y encontré una mancha de color marrón en el suelo de mi cocina, resultó ser la caca de mi perro."
Trabajé como geólogo de exploración. Tuve la oportunidad de realizar un experimento único una vez.,Trabajé como geólogo de exploración.
Estaba planchando mi camisa de trabajo. Revisé los bolsillos y encontré un recibo que había estado buscando.,Estaba planchando mi camisa de trabajo.
Regresé a la cabaña para relajarme después del largo día.,Regresé a la cabaña para encontrar refugio durante la tormenta.
Dirigí una obra de teatro utilizando a niños de preescolar como miembros del elenco. Ninguno de los niños memorizó sus líneas.,Dirigí una obra de teatro utilizando a niños de preescolar como miembros del elenco. Los niños seguían alejándose y metiéndose en problemas.
Llevé a mi perro a pasear al parque. Mi perro tuvo una pelea con un Chihuahua y se asustó.,Llevé a mi perro a pasear al parque. Mi perro tuvo una mala pelea con un Pitbull y fue mordido en el brazo.
"Quiero pavimentar mi entrada. Compré material, lo haré todo yo mismo.",Quiero pavimentar mi entrada. Compré material.
"Mientras me retiraba a mi cabaña de montaña alquilada, el vecino gritó: ""¡Hay todo tipo de pájaros, por todas partes aquí; canto de pájaros y más canto de pájaros!"".","Mientras me retiraba a mi cabaña de montaña alquilada, el vecino gritó: ""Hay todo tipo de murciélagos por aquí, y ten cuidado con que se te posen en el cabello, les encanta hacer eso."""
Fui al veterinario. Mi mascota recibió un baño gratis.,Fui al veterinario.
Conduje mi coche a la tienda. Apenas tuve que esperar en una fila.,Conduje mi coche a la tienda.
"Mi canción favorita de mi artista favorito comenzó a sonar en Spotify. Luego, Spotify empezó a reproducir canciones de un artista que me ofendió.",Mi canción favorita de mi artista favorito comenzó a sonar en Spotify. Mi aplicación de Spotify se bloqueó y no se volvió a abrir.
Proyecté películas en una pantalla en mi patio.,Proyecté películas en una pantalla en mi patio. Me cerraron por violar las leyes de perturbación del orden público.
Mi habitación de hotel olía a ambientador de menta.,Mi habitación de hotel olía a humo de cigarrillo rancio.
Fui a comprar un televisor nuevo la semana pasada.,"Fui a comprar un televisor nuevo la semana pasada. No pude encontrar el que estaba buscando, tuve que comprar uno más pequeño."
Los cisnes en el estanque fuera de mi apartamento nadan de un lado a otro.,Los cisnes en el estanque fuera de mi apartamento me persiguen por el camino.
Mi hermano me llevó al museo del holocausto. Comimos algo de camino.,Mi hermano me llevó al museo del holocausto.
"Cuando estaba afuera, jugando con mis amigos, vimos llegar el camión de helados y compramos un helado.","Cuando estaba afuera, jugando con mis amigos, vimos pasar un camión de carga y él tocó la bocina para nosotros."
Ayer encontré a mi pareja de toda la vida en el centro comercial.,No pude encontrar a mi pareja de toda la vida en el centro comercial ayer.
Hice mis propias losas en casa utilizando patrones de hojas. Las losas que hice ayudaron a mantener mis zapatos secos.,Hice mis propias losas en casa utilizando patrones de hojas.
Fui a la playa con mis amigos. Jugamos al voleibol.,Fui a la playa con mis amigos.
Decidí hacer un viaje al Gran Cañón. Pasé un buen rato montando un burro a lo largo del borde.,Decidí hacer un viaje al Gran Cañón.
Voy al jardín a regar las flores.,Voy al jardín a sacar las malas hierbas.
Decidí llevar flores cuando fui a la cena de mis amigos. Recordé más tarde que a la anfitriona no le gustaban los lirios.,Decidí llevar flores cuando fui a la cena de mis amigos. La anfitriona dijo que era severamente alérgica a los lirios y comenzó a estornudar en cadena.
Mi primo me invitó a ir a jugar bolos con él.,Mi primo me invitó a acompañarlo en su ruta de papel.
Llevé a mi perro a la tienda de mascotas conmigo. Recibí varios cumplidos sobre mi perro de otras personas en la tienda.,Llevé a mi perro a la tienda de mascotas conmigo. Llevé a mi perro por el pasillo de los huesos y la dejé elegir su propio hueso.
Quemé mi malvavisco mientras intentaba hacer S'mores sobre la fogata.,Me quemé la mano mientras intentaba hacer S'mores sobre la fogata.
Decidí accionar la alarma de incendios para evitar hacer mi examen final.,Decidí accionar la alarma de incendios para evitar hacer mi examen final. Un profesor me vio cerca de la alarma y tuve que abandonar mi plan.
Mi amigo me retó a correr desnudo por un cementerio. Lo hice y mis amigos quedaron impresionados.,Mi amigo me retó a correr desnudo por un cementerio.
"Recomendé que nuestra empresa cambiara a platos biodegradables en la cafetería. La gente murmuró, pero eventualmente se acostumbró a ellos.","Recomendé que nuestra empresa cambiara a platos biodegradables en la cafetería. Eran propensos a derretirse, y el CEO lo llamó la idea más estúpida que había escuchado."
Mi familia y yo fuimos a un nuevo estudio de fotografía para hacernos la foto familiar este año. Sus paquetes eran mucho más asequibles que en cualquier lugar donde hayamos estado.,Mi familia y yo fuimos a un nuevo estudio de fotografía para hacernos la foto familiar este año.
Conseguí un trabajo como mecánico en un gran taller. Era nuevo en el oficio.,Conseguí un trabajo como mecánico en un gran taller. Dejé caer un gran juego de llaves y tuve que volver a empaquetarlas.
Fui a un restaurante de comida rápida a recoger mi cena. Había una cucaracha dentro de la bolsa de comida.,Fui a un restaurante de comida rápida a recoger mi cena. Había un fragmento de vidrio dentro de la hamburguesa y me cortó la boca.
Decidí irme de vacaciones a Brasil. Sudé a través de mi ropa diez minutos después de vestirme.,Decidí ir de vacaciones a Brasil. Contraje parásitos intestinales por carne mal cocida.
"Pedí un par de zapatos en línea, pero cuando llegaron, el color era un poco diferente.","Pedí un par de zapatos en línea, pero cuando llegó, eran dos tallas más pequeños."
Fui a un campamento de verano y tuve la oportunidad de protagonizar la obra allí.,Fui al campamento de verano y pude ver la obra allí.
Recibí un correo certificado de mi cartero hoy que tuve que firmar.,Hoy recibí un correo certificado de mi cartero que tuve que firmar. Era un cheque fraudulento de una estafa por internet que intentaba que enviara dinero a alguien en otro país.
Fui al fregadero a tomar un poco de agua. Me sentí realmente renovado después de unas copas.,Fui al fregadero a buscar agua.
"Estoy visitando a mi amigo en la ciudad y tenemos un montón de lugares que planeamos visitar, así que haremos ejercicio y tendremos algunas aventuras.","Estoy visitando a mi amigo en la ciudad y tenemos un montón de lugares que queríamos visitar, pero la mayoría de ellos están cerrados debido a la pandemia."
"Recientemente he notado que mi cabello se está volviendo más delgado, así que compré un champú espesante y no estoy seguro de si ha habido alguna mejora.","Recientemente he notado que mi cabello se está volviendo más delgado, así que compré un champú espesante y he notado que se me cae más cabello."
Coseché el maíz en mi jardín. La cosecha fue apenas suficiente para servir en la barbacoa.,Coseché el maíz en mi jardín. El maíz tenía carbón dentro de las envolturas y era incomible.
Conduzco hasta el Wendy's de la calle.,Conduzco hasta el Wendy's de la calle. Se quedaron sin helado.
Vi el episodio final de mi serie de televisión favorita. Comí palomitas mientras miraba.,Vi el episodio final de mi serie de televisión favorita.
Entré en el túnel del metro con todo el dinero en efectivo que necesito para llegar a mi destino.,Entré en el túnel del metro sabiendo que necesitaba más efectivo para llegar a mi destino.
"Mis cestas colgantes de flores empezaron a verse apagadas, así que decidí podarlas. Cuando terminé, se veían más vibrantes que cuando las compré por primera vez.","Mis cestas colgantes de flores empezaron a verse apagadas, así que decidí podarlas."
Estaba horneando un pastel para mi madre. No salió tan bien como quería.,Estaba horneando un pastel para mi madre. Accidentalmente usé el glaseado del color equivocado y ella se molestó.
Fui a audicionar para American Idol.,"Fui a audicionar para American Idol. Los jueces me dijeron que tenía potencial, pero todos me dijeron que no."
Tomé un autobús al centro.,Tomé un autobús al centro. El autobús estaba lleno y tuve que estar de pie todo el viaje.
Decidí tener una rata como mascota en mi habitación. Masticó los cables de mi lámpara.,"Decidí tener una rata como mascota en mi habitación. Tuvo crías y se escaparon, infestando toda mi casa, dañando el cableado en las paredes."
"Mi hija me preguntó si podía usar mi laptop para la escuela. Al final, obtuvo una A en el informe que escribió con ella.",Mi hija me preguntó si podía usar mi computadora portátil para la escuela.
Le pedí a mi cónyuge que llamara a la floristería y enviara flores a la funeraria donde se estaba llevando a cabo el funeral del padre de mi mejor amigo. La floristería accidentalmente cobró nuestra tarjeta de crédito dos veces por el arreglo floral.,"Le pedí a mi cónyuge que llamara a la floristería y enviara flores a la funeraria donde se estaba llevando a cabo el funeral del padre de mi mejor amigo. Cuando llegamos a la funeraria y vimos las flores, la calidad era terrible y parecían muertas."
Mi empresa de jardinería vino a cortar mi césped.,Mi empresa de jardinería vino a cortar el césped. Olvidaron desmalezar alrededor de los árboles en mi patio trasero.
"Cuando recibí mis fotos, me di cuenta de que había un pájaro en el fondo.","Cuando recibí mis fotos, me di cuenta de que había un moco en mi camisa."
"Conduje al trabajo el lunes por la mañana. No había tráfico, así que llegué temprano.",Conduje al trabajo el lunes por la mañana.
Pasé el último día de mis vacaciones comprando souvenirs. Encontré algo que les gustaría.,Pasé el último día de mis vacaciones comprando souvenirs. Encontré algo que no estoy seguro de que les gustaría.
Fui al torneo de golf y estaba aburrido.,Fui al torneo de golf y me enfermé por la lluvia.
"Jugué a la pelota con mi hijo, él me lanzó la pelota de vuelta pero cayó al suelo.","Jugué a la pelota con mi hijo, él devolvió la pelota pero cayó por la ventana del vecino."
Sentí el paquete grande con llantas de bicicleta sobresaliendo.,Sentí el paquete grande con clavos de madera saliendo.
Organicé una barbacoa para el 4 de julio. Algunas personas no se presentaron.,Organicé una barbacoa para el 4 de julio. La ciudad canceló el espectáculo de fuegos artificiales.
"Le mentí a mi mamá sobre mis calificaciones. Ella se enteró, me dio una paliza y me castigó.",Le mentí a mi mamá sobre mis calificaciones. Ella se enteró y me envió a un campamento de entrenamiento.
Vi un conejo sentado en mi patio trasero más temprano hoy.,Vi una serpiente sentada en mi patio trasero más temprano hoy.
Fui al spa para entregar mi cupón para un masaje gratis.,Fui al spa para entregarles mi dinero por un masaje caro.
Fui a una cita a ciegas. Tomamos café juntos.,Fui a una cita a ciegas.
Acepté alimentar los peces de mi vecino mientras estaban fuera de casa en un viaje. Aprendí mucho sobre los peces y sus hábitos.,Acepté alimentar los peces de mi vecino mientras estaban fuera de casa en un viaje.
Conocí a mi novio en la fiesta de la playa el fin de semana pasado.,No pude encontrarme con mi novio en la fiesta de la playa el fin de semana pasado.
"Me convertí en consejero genético, ayudando a las personas a encontrar los mejores planes para su salud. Los consejos que ofrecí a las familias les permitieron tener hijos con vidas largas y saludables.","Me convertí en consejero genético, ayudando a las personas a encontrar los mejores planes para su salud. Ofrecí ideas para mejorar las dietas basadas en genomas."
Me detuve en la panadería. Compré una dona y una taza de café.,Me detuve en la panadería. Pedí una dona para el desayuno.
Recibí una multa de estacionamiento después de aparcar ilegalmente.,Mi coche fue remolcado después de que estacioné ilegalmente.
Estaba trabajando en la fábrica. Mi jefe trajo el almuerzo para el departamento.,Estaba trabajando en la fábrica.
"Han sido un par de semanas largas. Estoy tomando mis vacaciones, tengo trabajo que hacer en casa.",Han sido un par de semanas largas.
Tuve una experiencia desafortunada cuando fui arrestado. Finalmente me permitieron salir libre después de 2 largas noches.,"Tuve una experiencia desafortunada cuando fui arrestado. Fui encarcelado, luego perdí mi juicio."
Estaba en un viaje por carretera con mi familia. Mi padre nos compró refrescos y papas fritas.,Estaba en un viaje por carretera con mi familia. Mi padre nos compró a todos refrescos.
Aprendí a reparar mi propia computadora. Convertí esa habilidad en un negocio exitoso y pude ayudar a mis amigos.,Aprendí a arreglar mi propia computadora. Convertí esa habilidad en una forma de ayudar a mis amigos.
Salí una hora antes para llegar al trabajo hoy. Evité el tráfico pesado.,Salí una hora antes para llegar al trabajo hoy. Casi llego tarde porque tuve que tomar un desvío debido a que había trabajos en la carretera.
Quería un leopardo como mascota.,"Quería un leopardo como mascota. Mi papá intentó conseguirme un leopardo, pero no pudo pagarlo."
Hice un tiro de tres puntos en el cuarto cuarto.,Me torcí el tobillo en el cuarto cuarto.
"Un gopher de bolsillo decidió vivir cerca. El animal entró en mi jardín, causando preocupación.","Un gopher de bolsillo decidió vivir cerca. El roedor cavó en mi jardín, haciendo túneles."
Mi doctor me dijo que podría lastimarme la espalda si empiezo a levantar pesas.,Mi doctor me dijo que podría tener un ataque al corazón si empiezo a levantar pesas.
Llamé a la recepción para pedir servicio a la habitación. Tenían exactamente lo que quería.,Llamé a la recepción para pedir servicio a la habitación. Dijeron que la espera sería mínima.
Probé y pude jugar al póker profesional.,Probé y pude jugar al póker amateur.
"Diseñé un nuevo sitio web para mi negocio. El diseño era deficiente y varios bloggers llamaron la atención sobre lo horrible que era, lo que causó que el negocio perdiera muchos clientes.",Diseñé un nuevo sitio web para mi negocio. El diseño fue acusado de ser robado y me demandaron.
Decidí leer una novela de John Grisham. Encontré las escenas en la sala del tribunal tediosas.,Decidí leer una novela de John Grisham. Pensé que todo era predecible y moralista.
Pasé la tarde corriendo por mi jardín con mi cachorro.,Pasé la tarde corriendo por mi jardín con mi cortacésped.
Estoy horneando galletas. Algunas son suaves y masticables.,Estoy horneando galletas.
Decidí probar algunos tés nuevos en una tienda de té local. Fue un agradable y relajante descanso en mi tarde.,Decidí probar algunos tés nuevos en una tienda de té local.
Olvidé pagar mi renta.,Olvidé pagar mi renta. Mi casero puso un aviso de pago o desalojo en mi puerta.
Mi maestro nos dio un examen sorpresa. Sabía todas las respuestas.,Mi maestro nos dio un examen sorpresa. El material me era vagamente familiar.
Estaba trabajando en una cocina. Me quemé el dedo en la estufa.,Estaba trabajando en una cocina. Mi jefe me despidió ayer.
Llevé jeans al juego y necesitaba un cinturón.,Llevé jeans al juego y noté un agujero en la entrepierna.
